No.s    Time            T1      T2      T1-T2   Unit
65	13:37:46	----	14.2	----	C	
66	13:41:46	----	14.3	----	C	
67	13:45:46	----	14.3	----	C	
68	13:49:46	----	14.2	----	C	
69	13:53:46	----	14.2	----	C	
70	13:57:46	----	14.2	----	C	
71	14:01:46	----	14.2	----	C	
72	14:05:46	----	14.2	----	C	
73	14:09:46	----	14.2	----	C	
74	14:13:46	----	14.2	----	C	
75	14:17:46	----	14.1	----	C	
76	14:21:46	----	14.2	----	C	
77	14:25:46	----	14.1	----	C	
78	14:29:46	----	14.1	----	C	
79	14:33:46	----	14.1	----	C	
80	14:37:46	----	14.1	----	C	
81	14:41:46	----	14.1	----	C	
82	14:45:46	----	14.0	----	C	
83	14:49:46	----	14.0	----	C	
84	14:53:46	----	14.0	----	C	
85	14:57:46	----	14.1	----	C	
86	15:01:46	----	14.0	----	C	
87	15:05:46	----	13.9	----	C	
88	15:09:46	----	13.9	----	C	
89	15:13:46	----	13.9	----	C	
90	15:17:46	----	13.9	----	C	
91	15:21:46	----	13.9	----	C	
92	15:25:46	----	13.8	----	C	
93	15:29:46	----	13.8	----	C	
94	15:33:46	----	13.8	----	C	
95	15:37:46	----	13.8	----	C	
96	15:41:46	----	13.8	----	C	
97	15:45:46	----	13.7	----	C	
98	15:49:46	----	13.7	----	C	
99	15:53:46	----	13.7	----	C	
100	15:57:46	----	13.7	----	C	
101	16:01:46	----	13.7	----	C	
102	16:05:46	----	13.7	----	C	
103	16:09:46	----	13.7	----	C	
104	16:13:46	----	13.7	----	C	
105	16:17:46	----	13.7	----	C	
106	16:21:46	----	13.6	----	C	
107	16:25:46	----	13.6	----	C	
108	16:29:46	----	13.6	----	C	
109	16:33:46	----	13.7	----	C	
110	16:37:46	----	13.6	----	C	
111	16:41:46	----	13.6	----	C	
112	16:45:46	----	13.6	----	C	
113	16:49:46	----	13.6	----	C	
114	16:53:46	----	13.5	----	C	
115	16:57:46	----	13.6	----	C	
116	17:01:46	----	13.6	----	C	
117	17:05:46	----	13.5	----	C	
118	17:09:46	----	13.6	----	C	
119	17:13:46	----	13.5	----	C	
120	17:17:46	----	13.4	----	C	
121	17:21:46	----	13.4	----	C	
122	17:25:46	----	13.5	----	C	
123	17:29:46	----	13.5	----	C	
124	17:33:46	----	13.6	----	C	
125	17:37:46	----	13.4	----	C	
126	17:41:46	----	13.4	----	C	
127	17:45:46	----	13.3	----	C	
128	17:49:46	----	13.4	----	C	
129	17:53:46	----	13.4	----	C	
130	17:57:46	----	13.4	----	C	
131	18:01:46	----	13.4	----	C	
132	18:05:46	----	13.3	----	C	
133	18:09:46	----	13.3	----	C	
134	18:13:46	----	13.3	----	C	
135	18:17:46	----	13.3	----	C	
136	18:21:46	----	13.3	----	C	
137	18:25:46	----	13.3	----	C	
138	18:29:46	----	13.3	----	C	
139	18:33:46	----	13.2	----	C	
140	18:37:46	----	13.3	----	C	
141	18:41:46	----	13.3	----	C	
142	18:45:46	----	13.1	----	C	
143	18:49:46	----	13.2	----	C	
144	18:53:46	----	13.2	----	C	
145	18:57:46	----	13.2	----	C	
146	19:01:46	----	13.1	----	C	
147	19:05:46	----	13.1	----	C	
148	19:09:46	----	13.1	----	C	
149	19:13:46	----	13.1	----	C	
150	19:17:46	----	13.1	----	C	
151	19:21:46	----	13.1	----	C	
152	19:25:46	----	13.1	----	C	
153	19:29:46	----	13.1	----	C	
154	19:33:46	----	13.1	----	C	
155	19:37:46	----	13.1	----	C	
156	19:41:46	----	13.1	----	C	
157	19:45:46	----	13.0	----	C	
158	19:49:46	----	13.1	----	C	
159	19:53:46	----	13.0	----	C	
160	19:57:46	----	13.0	----	C	
161	20:01:46	----	13.0	----	C	
162	20:05:46	----	12.9	----	C	
163	20:09:46	----	12.9	----	C	
164	20:13:46	----	13.0	----	C	
165	20:17:46	----	12.9	----	C	
166	20:21:46	----	13.0	----	C	
167	20:25:46	----	12.9	----	C	
168	20:29:46	----	12.9	----	C	
169	20:33:46	----	12.9	----	C	
170	20:37:46	----	12.9	----	C	
171	20:41:46	----	12.9	----	C	
172	20:45:46	----	12.9	----	C	
173	20:49:46	----	12.8	----	C	
174	20:53:46	----	12.8	----	C	
175	20:57:46	----	12.9	----	C	
176	21:01:46	----	12.9	----	C	
177	21:05:46	----	12.8	----	C	
178	21:09:46	----	12.8	----	C	
179	21:13:46	----	12.8	----	C	
180	21:17:46	----	12.8	----	C	
181	21:21:46	----	12.8	----	C	
182	21:25:46	----	12.8	----	C	
183	21:29:46	----	12.8	----	C	
184	21:33:46	----	12.8	----	C	
185	21:37:46	----	12.7	----	C	
186	21:41:46	----	12.7	----	C	
187	21:45:46	----	12.7	----	C	
188	21:49:46	----	12.7	----	C	
189	21:53:46	----	12.7	----	C	
190	21:57:46	----	12.7	----	C	
191	22:01:46	----	12.7	----	C	
192	22:05:46	----	12.7	----	C	
193	22:09:46	----	12.7	----	C	
194	22:13:46	----	12.7	----	C	
195	22:17:46	----	12.7	----	C	
196	22:21:46	----	12.6	----	C	
197	22:25:46	----	12.6	----	C	
198	22:29:46	----	12.6	----	C	
199	22:33:46	----	12.6	----	C	
200	22:37:46	----	12.6	----	C	
201	22:41:46	----	12.6	----	C	
202	22:45:46	----	12.5	----	C	
203	22:49:46	----	12.5	----	C	
204	22:53:46	----	12.4	----	C	
205	22:57:46	----	12.5	----	C	
206	23:01:46	----	12.4	----	C	
207	23:05:46	----	12.5	----	C	
208	23:09:46	----	12.4	----	C	
209	23:13:46	----	12.4	----	C	
210	23:17:46	----	12.4	----	C	
211	23:21:46	----	12.4	----	C	
212	23:25:46	----	12.4	----	C	
213	23:29:46	----	12.4	----	C	
214	23:33:46	----	12.4	----	C	
215	23:37:46	----	12.4	----	C	
216	23:41:46	----	12.4	----	C	
217	23:45:46	----	12.4	----	C	
218	23:49:46	----	12.4	----	C	
219	23:53:46	----	12.4	----	C	
220	23:57:46	----	12.3	----	C	
221	00:01:46	----	12.3	----	C	
222	00:05:46	----	12.4	----	C	
223	00:09:46	----	12.3	----	C	
224	00:13:46	----	12.4	----	C	
225	00:17:46	----	12.3	----	C	
226	00:21:46	----	12.3	----	C	
227	00:25:46	----	12.3	----	C	
228	00:29:46	----	12.3	----	C	
229	00:33:46	----	12.2	----	C	
230	00:37:46	----	12.2	----	C	
231	00:41:46	----	12.2	----	C	
232	00:45:46	----	12.2	----	C	
233	00:49:46	----	12.2	----	C	
234	00:53:46	----	12.2	----	C	
235	00:57:46	----	12.2	----	C	
236	01:01:46	----	12.2	----	C	
237	01:05:46	----	12.2	----	C	
238	01:09:46	----	12.2	----	C	
239	01:13:46	----	12.2	----	C	
240	01:17:46	----	12.2	----	C	
241	01:21:46	----	12.2	----	C	
242	01:25:46	----	12.2	----	C	
243	01:29:46	----	12.1	----	C	
244	01:33:46	----	12.1	----	C	
245	01:37:46	----	12.2	----	C	
246	01:41:46	----	12.2	----	C	
247	01:45:46	----	12.1	----	C	
248	01:49:46	----	12.1	----	C	
249	01:53:46	----	12.1	----	C	
250	01:57:46	----	12.1	----	C	
251	02:01:46	----	12.1	----	C	
252	02:05:46	----	12.1	----	C	
253	02:09:46	----	12.1	----	C	
254	02:13:46	----	12.0	----	C	
255	02:17:46	----	12.0	----	C	
256	02:21:46	----	12.0	----	C	
257	02:25:46	----	12.0	----	C	
258	02:29:46	----	12.0	----	C	
259	02:33:46	----	12.0	----	C	
260	02:37:46	----	12.0	----	C	
261	02:41:46	----	11.9	----	C	
262	02:45:46	----	11.9	----	C	
263	02:49:46	----	11.9	----	C	
264	02:53:46	----	12.0	----	C	
265	02:57:46	----	11.9	----	C	
266	03:01:46	----	11.8	----	C	
267	03:05:46	----	11.8	----	C	
268	03:09:46	----	12.0	----	C	
269	03:13:46	----	11.9	----	C	
270	03:17:46	----	11.8	----	C	
271	03:21:46	----	11.8	----	C	
272	03:25:46	----	11.8	----	C	
273	03:29:46	----	11.8	----	C	
274	03:33:46	----	11.8	----	C	
275	03:37:46	----	11.8	----	C	
276	03:41:46	----	11.8	----	C	
277	03:45:46	----	11.8	----	C	
278	03:49:46	----	11.9	----	C	
279	03:53:46	----	11.8	----	C	
280	03:57:46	----	11.7	----	C	
281	04:01:46	----	11.8	----	C	
282	04:05:46	----	11.7	----	C	
283	04:09:46	----	11.7	----	C	
284	04:13:46	----	11.8	----	C	
285	04:17:46	----	11.7	----	C	
286	04:21:46	----	11.7	----	C	
287	04:25:46	----	11.7	----	C	
288	04:29:46	----	11.7	----	C	
289	04:33:46	----	11.7	----	C	
290	04:37:46	----	11.7	----	C	
291	04:41:46	----	11.7	----	C	
292	04:45:46	----	11.7	----	C	
293	04:49:46	----	11.7	----	C	
294	04:53:46	----	11.7	----	C	
295	04:57:46	----	11.7	----	C	
296	05:01:46	----	11.7	----	C	
297	05:05:46	----	11.7	----	C	
298	05:09:46	----	11.6	----	C	
299	05:13:46	----	11.7	----	C	
300	05:17:46	----	11.7	----	C	
301	05:21:46	----	11.6	----	C	
302	05:25:46	----	11.6	----	C	
303	05:29:46	----	11.6	----	C	
304	05:33:46	----	11.6	----	C	
305	05:37:46	----	11.6	----	C	
306	05:41:46	----	11.6	----	C	
307	05:45:46	----	11.6	----	C	
308	05:49:46	----	11.6	----	C	
309	05:53:46	----	11.6	----	C	
310	05:57:46	----	11.6	----	C	
311	06:01:46	----	11.6	----	C	
312	06:05:46	----	11.6	----	C	
313	06:09:46	----	11.6	----	C	
314	06:13:46	----	11.6	----	C	
315	06:17:46	----	11.5	----	C	
316	06:21:46	----	11.6	----	C	
317	06:25:46	----	11.5	----	C	
318	06:29:46	----	11.4	----	C	
319	06:33:46	----	11.5	----	C	
320	06:37:46	----	11.5	----	C	
321	06:41:46	----	11.4	----	C	
322	06:45:46	----	11.4	----	C	
323	06:49:46	----	11.4	----	C	
324	06:53:46	----	11.4	----	C	
325	06:57:46	----	11.4	----	C	
326	07:01:46	----	11.4	----	C	
327	07:05:46	----	11.4	----	C	
328	07:09:46	----	11.4	----	C	
329	07:13:46	----	11.4	----	C	
330	07:17:46	----	11.4	----	C	
331	07:21:46	----	11.4	----	C	
332	07:25:46	----	11.4	----	C	
333	07:29:46	----	11.4	----	C	
334	07:33:46	----	11.4	----	C	
335	07:37:46	----	11.4	----	C	
336	07:41:46	----	11.3	----	C	
337	07:45:46	----	11.3	----	C	
338	07:49:46	----	11.3	----	C	
339	07:53:46	----	11.3	----	C	
340	07:57:46	----	11.3	----	C	
341	08:01:46	----	11.3	----	C	
342	08:05:46	----	11.3	----	C	
343	08:09:46	----	11.3	----	C	
344	08:13:46	----	11.3	----	C	
345	08:17:46	----	11.3	----	C	
346	08:21:46	----	11.3	----	C	
347	08:25:46	----	11.3	----	C	
348	08:29:46	----	11.3	----	C	
349	08:33:46	----	11.3	----	C	
350	08:37:46	----	11.3	----	C	
351	08:41:46	----	11.2	----	C	
352	08:45:46	----	11.2	----	C	
353	08:49:46	----	11.1	----	C	
354	08:53:46	----	11.2	----	C	
355	08:57:46	----	11.2	----	C	
356	09:01:46	----	11.2	----	C	
357	09:05:46	----	11.1	----	C	
358	09:09:46	----	11.1	----	C	
359	09:13:46	----	11.1	----	C	
360	09:17:46	----	11.1	----	C	
361	09:21:46	----	11.2	----	C	
362	09:25:46	----	11.3	----	C	
363	09:29:46	----	11.4	----	C	
364	09:33:46	----	11.4	----	C	
365	09:37:46	----	11.3	----	C	
366	09:41:46	----	11.3	----	C	
367	09:45:46	----	11.3	----	C	
368	09:49:46	----	11.4	----	C	
369	09:53:46	----	11.4	----	C	
370	09:57:46	----	11.4	----	C	
371	10:01:46	----	11.6	----	C	
372	10:05:46	----	11.6	----	C	
373	10:09:46	----	11.6	----	C	
374	10:13:46	----	11.5	----	C	
375	10:17:46	----	11.7	----	C	
376	10:21:46	----	11.7	----	C	
377	10:25:46	----	11.6	----	C	
378	10:29:46	----	11.7	----	C	
379	10:33:46	----	11.7	----	C	
380	10:37:46	----	11.6	----	C	
381	10:41:46	----	11.7	----	C	
382	10:45:46	----	11.7	----	C	
383	10:49:46	----	11.7	----	C	
384	10:53:46	----	11.7	----	C	
385	10:57:46	----	11.7	----	C	
386	11:01:46	----	11.7	----	C	
387	11:05:46	----	11.8	----	C	
388	11:09:46	----	11.8	----	C	
389	11:13:46	----	11.8	----	C	
390	11:17:46	----	11.8	----	C	
391	11:21:46	----	11.8	----	C	
392	11:25:46	----	11.8	----	C	
393	11:29:46	----	11.8	----	C	
394	11:33:46	----	11.9	----	C	
395	11:37:46	----	11.9	----	C	
396	11:41:46	----	11.8	----	C	
397	11:45:46	----	11.9	----	C	
398	11:49:46	----	11.8	----	C	
399	11:53:46	----	11.9	----	C	
400	11:57:46	----	11.9	----	C	
401	12:01:46	----	12.0	----	C	
402	12:05:46	----	11.9	----	C	
403	12:09:46	----	12.0	----	C	
404	12:13:46	----	11.8	----	C	
405	12:17:46	----	11.9	----	C	
406	12:21:46	----	12.1	----	C	
407	12:25:46	----	12.1	----	C	
408	12:29:46	----	12.1	----	C	
409	12:33:46	----	12.0	----	C	
410	12:37:46	----	12.2	----	C	
411	12:41:46	----	12.2	----	C	
412	12:45:46	----	12.2	----	C	
413	12:49:46	----	12.2	----	C	
414	12:53:46	----	12.2	----	C	
415	12:57:46	----	12.2	----	C	
416	13:01:46	----	12.2	----	C	
417	13:05:46	----	12.2	----	C	
418	13:09:46	----	12.2	----	C	
419	13:13:46	----	12.3	----	C	
420	13:17:46	----	12.3	----	C	
421	13:21:46	----	12.2	----	C	
422	13:25:46	----	12.2	----	C	
423	13:29:46	----	12.3	----	C	
424	13:33:46	----	12.3	----	C	
425	13:37:46	----	12.4	----	C	
426	13:41:46	----	12.4	----	C	
427	13:45:46	----	12.3	----	C	
428	13:49:46	----	12.3	----	C	
429	13:53:46	----	12.4	----	C	
430	13:57:46	----	12.4	----	C	
431	14:01:46	----	12.3	----	C	
432	14:05:46	----	12.4	----	C	
433	14:09:46	----	12.4	----	C	
434	14:13:46	----	12.5	----	C	
435	14:17:46	----	12.5	----	C	
436	14:21:46	----	12.5	----	C	
437	14:25:46	----	12.6	----	C	
438	14:29:46	----	12.6	----	C	
439	14:33:46	----	12.6	----	C	
440	14:37:46	----	12.6	----	C	
441	14:41:46	----	12.6	----	C	
442	14:45:46	----	12.5	----	C	
443	14:49:46	----	12.6	----	C	
444	14:53:46	----	12.5	----	C	
445	14:57:46	----	12.7	----	C	
446	15:01:46	----	12.5	----	C	
447	15:05:46	----	12.7	----	C	
448	15:09:46	----	12.7	----	C	
449	15:13:46	----	12.7	----	C	
450	15:17:46	----	12.6	----	C	
451	15:21:46	----	12.7	----	C	
452	15:25:46	----	12.8	----	C	
453	15:29:46	----	12.8	----	C	
454	15:33:46	----	12.8	----	C	
455	15:37:46	----	12.7	----	C	
456	15:41:46	----	12.8	----	C	
457	15:45:46	----	12.9	----	C	
458	15:49:46	----	12.9	----	C	
459	15:53:46	----	12.9	----	C	
460	15:57:46	----	12.9	----	C	
461	16:01:46	----	12.8	----	C	
462	16:05:46	----	12.9	----	C	
463	16:09:46	----	12.8	----	C	
464	16:13:46	----	13.0	----	C	
465	16:17:46	----	13.0	----	C	
466	16:21:46	----	13.0	----	C	
467	16:25:46	----	13.0	----	C	
468	16:29:46	----	13.1	----	C	
469	16:33:46	----	13.1	----	C	
470	16:37:46	----	12.9	----	C	
471	16:41:46	----	13.1	----	C	
472	16:45:46	----	13.1	----	C	
473	16:49:46	----	13.0	----	C	
474	16:53:46	----	13.0	----	C	
475	16:57:46	----	13.1	----	C	
476	17:01:46	----	13.1	----	C	
477	17:05:46	----	13.1	----	C	
478	17:09:46	----	13.2	----	C	
479	17:13:46	----	13.1	----	C	
480	17:17:46	----	13.1	----	C	
481	17:21:46	----	13.2	----	C	
482	17:25:46	----	13.2	----	C	
483	17:29:46	----	13.2	----	C	
484	17:33:46	----	13.2	----	C	
485	17:37:46	----	13.2	----	C	
486	17:41:46	----	13.2	----	C	
487	17:45:46	----	13.3	----	C	
488	17:49:46	----	13.3	----	C	
489	17:53:46	----	13.2	----	C	
490	17:57:46	----	13.2	----	C	
491	18:01:46	----	13.3	----	C	
492	18:05:46	----	13.2	----	C	
493	18:09:46	----	13.3	----	C	
494	18:13:46	----	13.3	----	C	
495	18:17:46	----	13.4	----	C	
496	18:21:46	----	13.4	----	C	
497	18:25:46	----	13.5	----	C	
498	18:29:46	----	13.3	----	C	
499	18:33:46	----	13.4	----	C	
500	18:37:46	----	13.4	----	C	
501	18:41:46	----	13.4	----	C	
502	18:45:46	----	13.4	----	C	
503	18:49:46	----	13.6	----	C	
504	18:53:46	----	13.4	----	C	
505	18:57:46	----	13.6	----	C	
506	19:01:46	----	13.5	----	C	
507	19:05:46	----	13.5	----	C	
508	19:09:46	----	13.5	----	C	
509	19:13:46	----	13.5	----	C	
510	19:17:46	----	13.7	----	C	
511	19:21:46	----	13.6	----	C	
512	19:25:46	----	13.6	----	C	
513	19:29:46	----	13.6	----	C	
514	19:33:46	----	13.6	----	C	
515	19:37:46	----	13.6	----	C	
516	19:41:46	----	13.7	----	C	
517	19:45:46	----	13.7	----	C	
518	19:49:46	----	13.6	----	C	
519	19:53:46	----	13.8	----	C	
520	19:57:46	----	13.7	----	C	
521	20:01:46	----	13.7	----	C	
522	20:05:46	----	13.7	----	C	
523	20:09:46	----	13.8	----	C	
524	20:13:46	----	13.7	----	C	
525	20:17:46	----	13.8	----	C	
526	20:21:46	----	13.7	----	C	
527	20:25:46	----	13.8	----	C	
528	20:29:46	----	13.9	----	C	
529	20:33:46	----	13.8	----	C	
530	20:37:46	----	13.9	----	C	
531	20:41:46	----	13.8	----	C	
532	20:45:46	----	13.8	----	C	
533	20:49:46	----	13.8	----	C	
534	20:53:46	----	13.9	----	C	
535	20:57:46	----	13.8	----	C	
536	21:01:46	----	13.9	----	C	
537	21:05:46	----	13.9	----	C	
538	21:09:46	----	13.9	----	C	
539	21:13:46	----	13.9	----	C	
540	21:17:46	----	13.9	----	C	
541	21:21:46	----	13.9	----	C	
542	21:25:46	----	14.1	----	C	
543	21:29:46	----	13.9	----	C	
544	21:33:46	----	14.1	----	C	
545	21:37:46	----	14.1	----	C	
546	21:41:46	----	14.2	----	C	
547	21:45:46	----	14.1	----	C	
548	21:49:46	----	14.2	----	C	
549	21:53:46	----	14.1	----	C	
550	21:57:46	----	14.1	----	C	
551	22:01:46	----	14.2	----	C	
552	22:05:46	----	14.1	----	C	
553	22:09:46	----	14.2	----	C	
554	22:13:46	----	14.2	----	C	
555	22:17:46	----	14.2	----	C	
556	22:21:46	----	14.2	----	C	
557	22:25:46	----	14.2	----	C	
558	22:29:46	----	14.2	----	C	
559	22:33:46	----	14.3	----	C	
560	22:37:46	----	14.2	----	C	
561	22:41:46	----	14.2	----	C	
562	22:45:46	----	14.3	----	C	
563	22:49:46	----	14.3	----	C	
564	22:53:46	----	14.3	----	C	
565	22:57:46	----	14.3	----	C	
566	23:01:46	----	14.3	----	C	
567	23:05:46	----	14.2	----	C	
568	23:09:46	----	14.4	----	C	
569	23:13:46	----	14.4	----	C	
570	23:17:46	----	14.4	----	C	
571	23:21:46	----	14.4	----	C	
572	23:25:46	----	14.3	----	C	
573	23:29:46	----	14.4	----	C	
574	23:33:46	----	14.3	----	C	
575	23:37:46	----	14.4	----	C	
576	23:41:46	----	14.5	----	C	
577	23:45:46	----	14.4	----	C	
578	23:49:46	----	14.6	----	C	
579	23:53:46	----	14.4	----	C	
580	23:57:46	----	14.6	----	C	
581	00:01:46	----	14.6	----	C	
582	00:05:46	----	14.6	----	C	
583	00:09:46	----	14.4	----	C	
584	00:13:46	----	14.6	----	C	
585	00:17:46	----	14.6	----	C	
586	00:21:46	----	14.5	----	C	
587	00:25:46	----	14.6	----	C	
588	00:29:46	----	14.7	----	C	
589	00:33:46	----	14.6	----	C	
590	00:37:46	----	14.7	----	C	
591	00:41:46	----	14.7	----	C	
592	00:45:46	----	14.7	----	C	
593	00:49:46	----	14.7	----	C	
594	00:53:46	----	14.6	----	C	
595	00:57:46	----	14.7	----	C	
596	01:01:46	----	14.6	----	C	
597	01:05:46	----	14.8	----	C	
598	01:09:46	----	14.6	----	C	
599	01:13:46	----	14.7	----	C	
600	01:17:46	----	14.7	----	C	
601	01:21:46	----	14.9	----	C	
602	01:25:46	----	14.9	----	C	
603	01:29:46	----	14.9	----	C	
604	01:33:46	----	14.9	----	C	
605	01:37:46	----	14.8	----	C	
606	01:41:46	----	14.9	----	C	
607	01:45:46	----	14.9	----	C	
608	01:49:46	----	14.9	----	C	
609	01:53:46	----	14.8	----	C	
610	01:57:46	----	14.9	----	C	
611	02:01:46	----	15.0	----	C	
612	02:05:46	----	15.0	----	C	
613	02:09:46	----	14.9	----	C	
614	02:13:46	----	14.9	----	C	
615	02:17:46	----	15.0	----	C	
616	02:21:46	----	15.0	----	C	
617	02:25:46	----	14.9	----	C	
618	02:29:46	----	14.9	----	C	
619	02:33:46	----	14.9	----	C	
620	02:37:46	----	14.9	----	C	
621	02:41:46	----	15.0	----	C	
622	02:45:46	----	15.0	----	C	
623	02:49:46	----	15.1	----	C	
624	02:53:46	----	15.0	----	C	
625	02:57:46	----	15.1	----	C	
626	03:01:46	----	15.0	----	C	
627	03:05:46	----	15.1	----	C	
628	03:09:46	----	15.1	----	C	
629	03:13:46	----	15.1	----	C	
630	03:17:46	----	15.1	----	C	
631	03:21:46	----	15.1	----	C	
632	03:25:46	----	15.2	----	C	
633	03:29:46	----	15.2	----	C	
634	03:33:46	----	15.1	----	C	
635	03:37:46	----	15.2	----	C	
636	03:41:46	----	15.1	----	C	
637	03:45:46	----	15.3	----	C	
638	03:49:46	----	15.2	----	C	
639	03:53:46	----	15.3	----	C	
640	03:57:46	----	15.3	----	C	
641	04:01:46	----	15.2	----	C	
642	04:05:46	----	15.2	----	C	
643	04:09:46	----	15.3	----	C	
644	04:13:46	----	15.2	----	C	
645	04:17:46	----	15.4	----	C	
646	04:21:46	----	15.3	----	C	
647	04:25:46	----	15.3	----	C	
648	04:29:46	----	15.4	----	C	
649	04:33:46	----	15.3	----	C	
650	04:37:46	----	15.3	----	C	
651	04:41:46	----	15.3	----	C	
652	04:45:46	----	15.3	----	C	
653	04:49:46	----	15.4	----	C	
654	04:53:46	----	15.3	----	C	
655	04:57:46	----	15.5	----	C	
656	05:01:46	----	15.4	----	C	
657	05:05:46	----	15.4	----	C	
658	05:09:46	----	15.4	----	C	
659	05:13:46	----	15.4	----	C	
660	05:17:46	----	15.6	----	C	
661	05:21:46	----	15.5	----	C	
662	05:25:46	----	15.5	----	C	
663	05:29:46	----	15.5	----	C	
664	05:33:46	----	15.6	----	C	
665	05:37:46	----	15.6	----	C	
666	05:41:46	----	15.6	----	C	
667	05:45:46	----	15.7	----	C	
668	05:49:46	----	15.5	----	C	
669	05:53:46	----	15.6	----	C	
670	05:57:46	----	15.6	----	C	
671	06:01:46	----	15.6	----	C	
672	06:05:46	----	15.7	----	C	
673	06:09:46	----	15.6	----	C	
674	06:13:46	----	15.6	----	C	
675	06:17:46	----	15.6	----	C	
676	06:21:46	----	15.7	----	C	
677	06:25:46	----	15.1	----	C	
678	06:29:46	----	15.6	----	C	
679	06:33:46	----	15.7	----	C	
680	06:37:46	----	15.7	----	C	
681	06:41:46	----	15.8	----	C	
682	06:45:46	----	15.8	----	C	
683	06:49:46	----	15.7	----	C	
684	06:53:46	----	15.7	----	C	
685	06:57:46	----	15.7	----	C	
686	07:01:46	----	15.7	----	C	
687	07:05:46	----	15.8	----	C	
688	07:09:46	----	15.8	----	C	
689	07:13:46	----	15.9	----	C	
690	07:17:46	----	15.8	----	C	
691	07:21:46	----	15.8	----	C	
692	07:25:46	----	15.9	----	C	
693	07:29:46	----	15.8	----	C	
694	07:33:46	----	15.9	----	C	
695	07:37:46	----	15.8	----	C	
696	07:41:46	----	15.8	----	C	
697	07:45:46	----	15.9	----	C	
698	07:49:46	----	15.9	----	C	
699	07:53:46	----	15.9	----	C	
700	07:57:46	----	15.9	----	C	
701	08:01:46	----	15.9	----	C	
702	08:05:46	----	15.9	----	C	
703	08:09:46	----	16.0	----	C	
704	08:13:46	----	15.9	----	C	
705	08:17:46	----	15.9	----	C	
706	08:21:46	----	15.9	----	C	
707	08:25:46	----	15.9	----	C	
708	08:29:46	----	15.9	----	C	
709	08:33:46	----	16.1	----	C	
710	08:37:46	----	16.0	----	C	
711	08:41:46	----	16.0	----	C	
712	08:45:46	----	16.0	----	C	
713	08:49:46	----	16.0	----	C	
714	08:53:46	----	16.0	----	C	
715	08:57:46	----	16.0	----	C	
716	09:01:46	----	16.1	----	C	
717	09:05:46	----	16.2	----	C	
718	09:09:46	----	16.1	----	C	
719	09:13:46	----	16.2	----	C	
720	09:17:46	----	22.8	----	C	
721	09:21:46	----	26.1	----	C	
722	09:25:46	----	27.1	----	C	
723	09:29:46	----	27.6	----	C	
724	09:33:46	----	28.2	----	C	
725	09:37:46	----	28.5	----	C	
726	09:41:46	----	28.9	----	C	
727	09:45:46	----	29.2	----	C	
728	09:49:46	----	29.4	----	C	
729	09:53:46	----	29.7	----	C	
730	09:57:46	----	29.8	----	C	
731	10:01:46	----	30.0	----	C	
732	10:05:46	----	30.2	----	C	
733	10:09:46	----	30.4	----	C	
734	10:13:46	----	30.5	----	C	
