"","contrast","estimate","SE","df","t.ratio","p.value"
"1","CP - CS",100.730518502935,65.3495456107297,8,1.54141115384276,0.32347977041919
"2","CP - (CP+S)",54.4736380037646,56.6683098738845,8,0.961271619446492,0.619674514852372
"3","CS - (CP+S)",-46.2568804991704,60.5448155337597,8,-0.764010594323764,0.734103170317495
