Bat_ID	DateTime	NumberDate	Temperature	DateType	Treatment	Group	Sex	Handled	ExperimentDay	Cage	Handling_minutes	Capture_Site	Weight	Day_Num	time_aligned	NumberDate_shifted
APS36007	2025-09-01T14:00:01Z	1756735201	34.44523692272454	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T14:00:01Z	1756994401
APS36007	2025-09-01T14:10:01Z	1756735801	34.44523692272454	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T14:10:01Z	1756995001
APS36007	2025-09-01T14:20:01Z	1756736401	34.44523692272454	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T14:20:01Z	1756995601
APS36007	2025-09-01T14:30:01Z	1756737001	34.44523692272454	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T14:30:01Z	1756996201
APS36007	2025-09-01T14:40:01Z	1756737601	34.44523692272454	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T14:40:01Z	1756996801
APS36007	2025-09-01T14:50:01Z	1756738201	34.94183554270335	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T14:50:01Z	1756997401
APS36007	2025-09-01T15:00:01Z	1756738801	35.93503278266098	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T15:00:01Z	1756998001
APS36007	2025-09-01T15:10:01Z	1756739401	35.93503278266098	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T15:10:01Z	1756998601
APS36007	2025-09-01T15:20:01Z	1756740001	35.93503278266098	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T15:20:01Z	1756999201
APS36007	2025-09-01T15:30:01Z	1756740601	35.438434162682164	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T15:30:01Z	1756999801
APS36007	2025-09-01T15:40:01Z	1756741201	35.93503278266098	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T15:40:01Z	1757000401
APS36007	2025-09-01T15:50:01Z	1756741801	35.438434162682164	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T15:50:01Z	1757001001
APS36007	2025-09-01T16:00:01Z	1756742401	35.93503278266098	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T16:00:01Z	1757001601
APS36007	2025-09-01T16:10:01Z	1756743001	33.452039682766916	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T16:10:01Z	1757002201
APS36007	2025-09-01T16:20:01Z	1756743601	30.472447962894034	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T16:20:01Z	1757002801
APS36007	2025-09-01T16:30:01Z	1756744201	30.96904658287285	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T16:30:01Z	1757003401
APS36007	2025-09-01T16:40:01Z	1756744801	29.975849342915225	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T16:40:01Z	1757004001
APS36007	2025-09-01T16:50:01Z	1756745401	29.47925072293641	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T16:50:01Z	1757004601
APS36007	2025-09-01T17:00:01Z	1756746001	29.975849342915225	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T17:00:01Z	1757005201
APS36007	2025-09-01T17:10:01Z	1756746601	30.96904658287285	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T17:10:01Z	1757005801
APS36007	2025-09-01T17:20:01Z	1756747201	31.465645202851665	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T17:20:01Z	1757006401
APS36007	2025-09-01T17:30:01Z	1756747801	31.465645202851665	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T17:30:01Z	1757007001
APS36007	2025-09-01T17:40:01Z	1756748401	29.47925072293641	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T17:40:01Z	1757007601
APS36007	2025-09-01T17:50:01Z	1756749001	29.47925072293641	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T17:50:01Z	1757008201
APS36007	2025-09-01T18:00:01Z	1756749601	29.975849342915225	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T18:00:01Z	1757008801
APS36007	2025-09-01T18:10:01Z	1756750201	29.47925072293641	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T18:10:01Z	1757009401
APS36007	2025-09-01T18:20:01Z	1756750801	29.975849342915225	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T18:20:01Z	1757010001
APS36007	2025-09-01T18:30:01Z	1756751401	33.452039682766916	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T18:30:01Z	1757010601
APS36007	2025-09-01T18:40:01Z	1756752001	34.44523692272454	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T18:40:01Z	1757011201
APS36007	2025-09-01T18:50:01Z	1756752601	34.94183554270335	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T18:50:01Z	1757011801
APS36007	2025-09-01T19:00:01Z	1756753201	34.94183554270335	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T19:00:01Z	1757012401
APS36007	2025-09-01T19:10:01Z	1756753801	33.452039682766916	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T19:10:01Z	1757013001
APS36007	2025-09-01T19:20:01Z	1756754401	32.9554410627881	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T19:20:01Z	1757013601
APS36007	2025-09-01T19:30:01Z	1756755001	36.43163140263979	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T19:30:01Z	1757014201
APS36007	2025-09-01T19:40:01Z	1756755601	35.93503278266098	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T19:40:01Z	1757014801
APS36007	2025-09-01T19:50:01Z	1756756201	35.93503278266098	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T19:50:01Z	1757015401
APS36007	2025-09-01T20:00:01Z	1756756801	32.9554410627881	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T20:00:01Z	1757016001
APS36007	2025-09-01T20:10:01Z	1756757401	31.962243822830477	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T20:10:01Z	1757016601
APS36007	2025-09-01T20:20:01Z	1756758001	28.486053482978786	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T20:20:01Z	1757017201
APS36007	2025-09-01T20:30:01Z	1756758601	31.465645202851665	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T20:30:01Z	1757017801
APS36007	2025-09-01T20:40:01Z	1756759201	30.472447962894034	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T20:40:01Z	1757018401
APS36007	2025-09-01T20:50:01Z	1756759801	30.472447962894034	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T20:50:01Z	1757019001
APS36007	2025-09-01T21:00:01Z	1756760401	29.975849342915225	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T21:00:01Z	1757019601
APS36007	2025-09-01T21:10:01Z	1756761001	33.94863830274573	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T21:10:01Z	1757020201
APS36007	2025-09-01T21:20:01Z	1756761601	34.94183554270335	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T21:20:01Z	1757020801
APS36007	2025-09-01T21:30:01Z	1756762201	30.96904658287285	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T21:30:01Z	1757021401
APS36007	2025-09-01T21:40:01Z	1756762801	28.982652102957598	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T21:40:01Z	1757022001
APS36007	2025-09-01T21:50:01Z	1756763401	27.98945486299997	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T21:50:01Z	1757022601
APS36007	2025-09-01T22:00:01Z	1756764001	28.982652102957598	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T22:00:01Z	1757023201
APS36007	2025-09-01T22:10:01Z	1756764601	30.472447962894034	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T22:10:01Z	1757023801
APS36007	2025-09-01T22:20:01Z	1756765201	30.96904658287285	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T22:20:01Z	1757024401
APS36007	2025-09-01T22:30:01Z	1756765801	30.472447962894034	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T22:30:01Z	1757025001
APS36007	2025-09-01T22:40:01Z	1756766401	30.472447962894034	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T22:40:01Z	1757025601
APS36007	2025-09-01T22:50:01Z	1756767001	30.96904658287285	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T22:50:01Z	1757026201
APS36007	2025-09-01T23:00:01Z	1756767601	30.96904658287285	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T23:00:01Z	1757026801
APS36007	2025-09-01T23:10:01Z	1756768201	30.472447962894034	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T23:10:01Z	1757027401
APS36007	2025-09-01T23:20:01Z	1756768801	30.96904658287285	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T23:20:01Z	1757028001
APS36007	2025-09-01T23:30:01Z	1756769401	31.465645202851665	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T23:30:01Z	1757028601
APS36007	2025-09-01T23:40:01Z	1756770001	31.962243822830477	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T23:40:01Z	1757029201
APS36007	2025-09-01T23:50:01Z	1756770601	31.465645202851665	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-04T23:50:01Z	1757029801
APS36007	2025-09-02T00:00:01Z	1756771201	30.96904658287285	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T00:00:01Z	1757030401
APS36007	2025-09-02T00:10:01Z	1756771801	29.47925072293641	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T00:10:01Z	1757031001
APS36007	2025-09-02T00:20:01Z	1756772401	28.486053482978786	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T00:20:01Z	1757031601
APS36007	2025-09-02T00:30:01Z	1756773001	27.98945486299997	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T00:30:01Z	1757032201
APS36007	2025-09-02T00:40:01Z	1756773601	28.982652102957598	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T00:40:01Z	1757032801
APS36007	2025-09-02T00:50:01Z	1756774201	27.49285624302116	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T00:50:01Z	1757033401
APS36007	2025-09-02T01:00:01Z	1756774801	25.506461763105907	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T01:00:01Z	1757034001
APS36007	2025-09-02T01:10:01Z	1756775401	25.506461763105907	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T01:10:01Z	1757034601
APS36007	2025-09-02T01:20:01Z	1756776001	25.506461763105907	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T01:20:01Z	1757035201
APS36007	2025-09-02T01:30:01Z	1756776601	25.009863143127095	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T01:30:01Z	1757035801
APS36007	2025-09-02T01:40:01Z	1756777201	24.51326452314828	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T01:40:01Z	1757036401
APS36007	2025-09-02T01:50:01Z	1756777801	24.01666590316947	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T01:50:01Z	1757037001
APS36007	2025-09-02T02:00:01Z	1756778401	23.023468663211844	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T02:00:01Z	1757037601
APS36007	2025-09-02T02:10:01Z	1756779001	23.023468663211844	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T02:10:01Z	1757038201
APS36007	2025-09-02T02:20:01Z	1756779601	22.52687004323303	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T02:20:01Z	1757038801
APS36007	2025-09-02T02:30:01Z	1756780201	23.023468663211844	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T02:30:01Z	1757039401
APS36007	2025-09-02T02:40:01Z	1756780801	21.533672803275405	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T02:40:01Z	1757040001
APS36007	2025-09-02T02:50:01Z	1756781401	21.03707418329659	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T02:50:01Z	1757040601
APS36007	2025-09-02T03:00:01Z	1756782001	21.03707418329659	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T03:00:01Z	1757041201
APS36007	2025-09-02T03:10:01Z	1756782601	20.04387694333896	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T03:10:01Z	1757041801
APS36007	2025-09-02T03:20:01Z	1756783201	20.540475563317777	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T03:20:01Z	1757042401
APS36007	2025-09-02T03:30:01Z	1756783801	20.04387694333896	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T03:30:01Z	1757043001
APS36007	2025-09-02T03:40:01Z	1756784401	20.04387694333896	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T03:40:01Z	1757043601
APS36007	2025-09-02T03:50:01Z	1756785001	19.54727832336015	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T03:50:01Z	1757044201
APS36007	2025-09-02T04:00:01Z	1756785601	18.554081083402522	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T04:00:01Z	1757044801
APS36007	2025-09-02T04:10:01Z	1756786201	18.05748246342371	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T04:10:01Z	1757045401
APS36007	2025-09-02T04:20:01Z	1756786801	17.5608838434449	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T04:20:01Z	1757046001
APS36007	2025-09-02T04:30:01Z	1756787401	17.5608838434449	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T04:30:01Z	1757046601
APS36007	2025-09-02T04:40:01Z	1756788001	17.064285223466086	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T04:40:01Z	1757047201
APS36007	2025-09-02T04:50:01Z	1756788601	16.56768660348727	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T04:50:01Z	1757047801
APS36007	2025-09-02T05:00:01Z	1756789201	16.56768660348727	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T05:00:01Z	1757048401
APS36007	2025-09-02T05:10:01Z	1756789801	16.07108798350846	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T05:10:01Z	1757049001
APS36007	2025-09-02T05:20:01Z	1756790401	16.07108798350846	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T05:20:01Z	1757049601
APS36007	2025-09-02T05:30:01Z	1756791001	15.574489363529647	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T05:30:01Z	1757050201
APS36007	2025-09-02T05:40:01Z	1756791601	15.574489363529647	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T05:40:01Z	1757050801
APS36007	2025-09-02T05:50:01Z	1756792201	17.064285223466086	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T05:50:01Z	1757051401
APS36007	2025-09-02T06:00:01Z	1756792801	18.05748246342371	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T06:00:01Z	1757052001
APS36007	2025-09-02T06:10:01Z	1756793401	18.05748246342371	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T06:10:01Z	1757052601
APS36007	2025-09-02T06:20:01Z	1756794001	18.05748246342371	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T06:20:01Z	1757053201
APS36007	2025-09-02T06:30:01Z	1756794601	17.5608838434449	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T06:30:01Z	1757053801
APS36007	2025-09-02T06:40:01Z	1756795201	17.5608838434449	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T06:40:01Z	1757054401
APS36007	2025-09-02T06:50:01Z	1756795801	20.540475563317777	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T06:50:01Z	1757055001
APS36007	2025-09-02T07:00:01Z	1756796401	24.51326452314828	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T07:00:01Z	1757055601
APS36007	2025-09-02T07:10:01Z	1756797001	28.982652102957598	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T07:10:01Z	1757056201
APS36007	2025-09-02T07:20:01Z	1756797601	30.472447962894034	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T07:20:01Z	1757056801
APS36007	2025-09-02T07:30:01Z	1756798201	30.96904658287285	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T07:30:01Z	1757057401
APS36007	2025-09-02T07:40:01Z	1756798801	31.465645202851665	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T07:40:01Z	1757058001
APS36007	2025-09-02T07:50:01Z	1756799401	30.472447962894034	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T07:50:01Z	1757058601
APS36007	2025-09-02T08:00:01Z	1756800001	29.47925072293641	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T08:00:01Z	1757059201
APS36007	2025-09-02T08:10:01Z	1756800601	26.996257623042347	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T08:10:01Z	1757059801
APS36007	2025-09-02T08:20:01Z	1756801201	25.009863143127095	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T08:20:01Z	1757060401
APS36007	2025-09-02T08:30:01Z	1756801801	23.520067283190656	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T08:30:01Z	1757061001
APS36007	2025-09-02T08:40:01Z	1756802401	22.030271423254217	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T08:40:01Z	1757061601
APS36007	2025-09-02T08:50:01Z	1756803001	21.03707418329659	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T08:50:01Z	1757062201
APS36007	2025-09-02T09:00:01Z	1756803601	20.04387694333896	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T09:00:01Z	1757062801
APS36007	2025-09-02T09:10:01Z	1756804201	19.050679703381338	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T09:10:01Z	1757063401
APS36007	2025-09-02T09:20:01Z	1756804801	18.554081083402522	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T09:20:01Z	1757064001
APS36007	2025-09-02T09:30:01Z	1756805401	18.05748246342371	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T09:30:01Z	1757064601
APS36007	2025-09-02T09:40:01Z	1756806001	17.5608838434449	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T09:40:01Z	1757065201
APS36007	2025-09-02T09:50:01Z	1756806601	17.064285223466086	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T09:50:01Z	1757065801
APS36007	2025-09-02T10:00:01Z	1756807201	17.064285223466086	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T10:00:01Z	1757066401
APS36007	2025-09-02T10:10:01Z	1756807801	16.56768660348727	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T10:10:01Z	1757067001
APS36007	2025-09-02T10:20:01Z	1756808401	16.56768660348727	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T10:20:01Z	1757067601
APS36007	2025-09-02T10:30:01Z	1756809001	16.56768660348727	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T10:30:01Z	1757068201
APS36007	2025-09-02T10:40:01Z	1756809601	16.07108798350846	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T10:40:01Z	1757068801
APS36007	2025-09-02T10:50:01Z	1756810201	16.07108798350846	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T10:50:01Z	1757069401
APS36007	2025-09-02T11:00:01Z	1756810801	16.56768660348727	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T11:00:01Z	1757070001
APS36007	2025-09-02T11:10:01Z	1756811401	16.07108798350846	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T11:10:01Z	1757070601
APS36007	2025-09-02T11:20:01Z	1756812001	16.07108798350846	Basal TC	CP+S	GP 2	Female	Yes	D-7	Dual	195	Warriors Mark Farmhouse	26.3	-7	2025-09-05T11:20:01Z	1757071201
