Bat_ID	DateTime	NumberDate	Temperature	avg_temp	avg_RH	deltaT
APS36007	2025-09-08T15:10:01Z	1757344201	29.47925072293641	13.94375	80.44999999999999	15.53550072293641
APS36007	2025-09-08T15:20:01Z	1757344801	28.486053482978786	13.98875	80.0375	14.497303482978786
APS36007	2025-09-08T15:30:01Z	1757345401	27.49285624302116	13.85875	80.57124999999999	13.634106243021158
APS36007	2025-09-08T15:40:01Z	1757346001	27.98945486299997	13.81	80.67750000000001	14.17945486299997
APS36007	2025-09-08T15:50:01Z	1757346601	24.51326452314828	13.8	80.64	10.713264523148279
APS36007	2025-09-08T16:00:01Z	1757347201	26.00306038308472	13.776250000000001	80.67625	12.226810383084718
APS36007	2025-09-08T16:10:01Z	1757347801	26.996257623042347	13.79875	80.545	13.197507623042346
APS36007	2025-09-08T16:20:01Z	1757348401	26.996257623042347	13.8275	80.5	13.168757623042346
APS36007	2025-09-08T16:30:01Z	1757349001	28.486053482978786	13.841249999999999	80.89125000000001	14.644803482978787
APS36007	2025-09-08T16:40:01Z	1757349601	29.47925072293641	13.83625	80.91499999999999	15.64300072293641
APS36007	2025-09-08T16:50:01Z	1757350201	28.982652102957598	13.815	80.91874999999999	15.167652102957598
APS36007	2025-09-08T17:00:01Z	1757350801	28.982652102957598	13.84	80.75125	15.142652102957598
APS36007	2025-09-08T17:10:01Z	1757351401	28.982652102957598	13.81875	80.76	15.163902102957598
APS36007	2025-09-08T17:20:01Z	1757352001	28.982652102957598	13.8525	80.85374999999999	15.130152102957599
APS36007	2025-09-08T17:30:01Z	1757352601	29.47925072293641	13.83375	80.85624999999999	15.64550072293641
APS36007	2025-09-08T17:40:01Z	1757353201	30.472447962894034	13.82	80.93	16.652447962894033
APS36007	2025-09-08T17:50:01Z	1757353801	32.458842442809285	13.8	81.025	18.658842442809284
APS36007	2025-09-08T18:00:01Z	1757354401	35.438434162682164	13.825	80.98	21.613434162682164
APS36007	2025-09-08T18:10:01Z	1757355001	32.458842442809285	13.85	80.94	18.608842442809284
APS36007	2025-09-08T18:20:01Z	1757355601	32.458842442809285	13.84	81.00999999999999	18.618842442809285
APS36007	2025-09-08T18:30:01Z	1757356201	31.465645202851665	13.795	81.155	17.670645202851667
APS36007	2025-09-08T18:40:01Z	1757356801	30.472447962894034	13.805	81.35	16.667447962894034
APS36007	2025-09-08T18:50:01Z	1757357401	30.472447962894034	13.8	81.61	16.672447962894033
APS36007	2025-09-08T19:00:01Z	1757358001	28.486053482978786	13.815	81.53	14.671053482978786
APS36007	2025-09-08T19:10:01Z	1757358601	29.975849342915225	13.84	81.265	16.135849342915225
APS36007	2025-09-08T19:20:01Z	1757359201	30.472447962894034	13.83	81.215	16.642447962894032
APS36007	2025-09-08T19:30:01Z	1757359801	35.93503278266098	13.825	81.66	22.110032782660983
APS36007	2025-09-08T19:40:01Z	1757360401	37.42482864259741	13.82	81.94	23.60482864259741
APS36007	2025-09-08T19:50:01Z	1757361001	37.92142726257623	13.8	82.065	24.12142726257623
APS36007	2025-09-08T20:00:01Z	1757361601	38.41802588255504	13.8	82.19	24.61802588255504
APS36007	2025-09-08T20:10:01Z	1757362201	38.41802588255504	13.805	82.095	24.613025882555043
APS36007	2025-09-08T20:20:01Z	1757362801	38.41802588255504	13.809999999999999	82.16	24.608025882555044
APS36007	2025-09-08T20:30:01Z	1757363401	38.41802588255504	13.795	82.28999999999999	24.62302588255504
APS36007	2025-09-08T20:40:01Z	1757364001	38.41802588255504	13.8	82.28999999999999	24.61802588255504
APS36007	2025-09-08T20:50:01Z	1757364601	37.42482864259741	13.775	82.255	23.649828642597413
APS36007	2025-09-08T21:00:01Z	1757365201	36.9282300226186	13.775	82.16	23.1532300226186
APS36007	2025-09-08T21:10:01Z	1757365801	36.9282300226186	13.795	82.115	23.133230022618598
APS36007	2025-09-08T21:20:01Z	1757366401	32.9554410627881	13.785	82.125	19.170441062788097
APS36007	2025-09-08T21:30:01Z	1757367001	30.96904658287285	13.77	82.06	17.19904658287285
APS36007	2025-09-08T21:40:01Z	1757367601	31.962243822830477	13.774999999999999	81.85499999999999	18.187243822830478
APS36007	2025-09-08T21:50:01Z	1757368201	30.96904658287285	13.8	81.58	17.16904658287285
APS36007	2025-09-08T22:00:01Z	1757368801	33.94863830274573	13.795	81.525	20.153638302745726
APS36007	2025-09-08T22:10:01Z	1757369401	33.94863830274573	13.785	81.39500000000001	20.163638302745728
APS36007	2025-09-08T22:20:01Z	1757370001	28.486053482978786	13.8	81.14	14.686053482978785
APS36007	2025-09-08T22:30:01Z	1757370601	27.98945486299997	13.79	81.02000000000001	14.199454862999971
APS36007	2025-09-08T22:40:01Z	1757371201	27.98945486299997	13.815	81.14500000000001	14.174454862999971
APS36007	2025-09-08T22:50:01Z	1757371801	27.49285624302116	13.805	81.13	13.687856243021159
APS36007	2025-09-08T23:00:01Z	1757372401	30.472447962894034	13.79	80.985	16.682447962894035
APS36007	2025-09-08T23:10:01Z	1757373001	33.452039682766916	13.79	80.975	19.662039682766917
APS36007	2025-09-08T23:20:01Z	1757373601	30.472447962894034	13.780000000000001	80.95	16.692447962894033
APS36007	2025-09-08T23:30:01Z	1757374201	28.982652102957598	13.79	80.89500000000001	15.192652102957599
APS36007	2025-09-08T23:40:01Z	1757374801	29.975849342915225	13.795	80.905	16.180849342915224
APS36007	2025-09-08T23:50:01Z	1757375401	35.438434162682164	13.765	80.61	21.673434162682163
APS36007	2025-09-09T00:00:01Z	1757376001	33.94863830274573	13.77	80.63499999999999	20.17863830274573
APS36007	2025-09-09T00:10:01Z	1757376601	37.42482864259741	13.775	80.22999999999999	23.649828642597413
APS36007	2025-09-09T00:20:01Z	1757377201	36.43163140263979	13.8	80.22	22.631631402639787
APS36007	2025-09-09T00:30:01Z	1757377801	36.43163140263979	13.8	80.08	22.631631402639787
APS36007	2025-09-09T00:40:01Z	1757378401	36.9282300226186	13.8	80.13	23.1282300226186
APS36007	2025-09-09T00:50:01Z	1757379001	37.92142726257623	13.829999999999998	80.1	24.091427262576232
APS36007	2025-09-09T01:00:01Z	1757379601	28.982652102957598	13.795	79.69	15.187652102957598
APS36007	2025-09-09T01:10:01Z	1757380201	29.47925072293641	13.765	79.63999999999999	15.71425072293641
APS36007	2025-09-09T01:20:01Z	1757380801	29.975849342915225	13.73	79.525	16.245849342915225
APS36007	2025-09-09T01:30:01Z	1757381401	29.47925072293641	13.765	79.245	15.71425072293641
APS36007	2025-09-09T01:40:01Z	1757382001	30.96904658287285	13.780000000000001	79.28	17.189046582872848
