Bat_ID	DateType	ExperimentDay	Sex	Treatment	Group	Capture_Site	Temp_norm	Handled	Total_AUC	valid_counts	Weight	Cage	Tnorm	sd_tnorm	Day_min	Day_max	HyperAUC	HypoAUC	Hyper_Count	Hypo_Count	Handling_minutes	Day_Num
APS36007	Basal TC-1	D-8	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	82.2552419099636	144	26.1	None	31.08573493271189	0.5520777067550579	30.472447962894034	38.41802588255504	82.31811966000112	-0.06287775003751926	143	1	NA	-8
APS36007	Basal TC	D-7	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	-114.60270819224957	144	26.3	Dual	31.08573493271189	0.5520777067550579	15.574489363529647	36.43163140263979	18.52851265553243	-133.131220847782	45	99	195	-7
APS36007	Basal TC + 1	D-6	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	57.33756193487271	144	26.4	None	31.08573493271189	0.5520777067550579	28.486053482978786	36.43163140263979	59.7477547343323	-2.410192799459587	132	12	108	-6
APS36007	Pre	D-4	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	16.442764899341462	144	26.099999999999998	None	31.08573493271189	0.5520777067550579	24.51326452314828	36.9282300226186	39.981592317962445	-23.53882741862098	108	36	NA	-4
APS36007	Pre	D-3	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	-3.5907186686718258	144	25.95	None	31.08573493271189	0.5520777067550579	25.506461763105907	35.438434162682164	12.850905826299607	-16.441624494971432	80	64	29	-3
APS36007	Pre	D-2	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	33.82719278893976	144	25.8	None	31.08573493271189	0.5520777067550579	27.98945486299997	35.438434162682164	39.43875983783639	-5.6115670488966325	114	30	26	-2
APS36007	Primary - 1	D-1	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	-10.130574874758787	144	25.65	None	31.08573493271189	0.5520777067550579	26.499659003063535	36.43163140263979	18.400528183279647	-28.531103058038436	76	68	25	-1
APS36007	Primary	D0	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	-44.1543837444012	144	25.5	D+P2	31.08573493271189	0.5520777067550579	19.050679703381338	38.41802588255504	31.025582107754428	-75.17996585215563	49	95	176	0
APS36007	Primary + 1	D1	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	27.12177060295185	144	24.2	None	31.08573493271189	0.5520777067550579	27.49285624302116	36.43163140263979	32.067911701946066	-4.946141098994217	118	26	166	1
APS36007	Primary + 2	D2	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	3.0319205273656205	144	25.5	None	31.08573493271189	0.5520777067550579	26.499659003063535	33.452039682766916	15.841512613533387	-12.809592086167767	93	51	180	2
APS36007	Primary + 3	D3	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	Yes	-55.99235130731813	144	25.63684210526316	None	31.08573493271189	0.5520777067550579	23.023468663211844	36.43163140263979	8.329461682010566	-64.3218129893287	40	104	NA	3
APS36007	None	D4	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-41.58811105593668	144	25.773684210526316	None	31.08573493271189	0.5520777067550579	23.520067283190656	34.44523692272454	14.148271306875877	-55.736382362812556	62	82	NA	4
APS36007	None	D5	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-59.469236885237784	144	25.910526315789475	None	31.08573493271189	0.5520777067550579	23.023468663211844	35.438434162682164	13.22091520780645	-72.69015209304423	57	87	NA	5
APS36007	None	D6	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-35.37938680965158	144	26.04736842105263	None	31.08573493271189	0.5520777067550579	24.51326452314828	35.93503278266098	14.08855558713703	-49.46794239678861	59	85	NA	6
APS36007	None	D7	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	22.734272135577033	144	26.18421052631579	None	31.08573493271189	0.5520777067550579	26.499659003063535	36.9282300226186	33.517261983107666	-10.782989847530631	91	53	NA	7
APS36007	None	D8	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-48.7902311816274	144	26.321052631578947	None	31.08573493271189	0.5520777067550579	22.52687004323303	36.9282300226186	14.704684966317538	-63.494916147944934	65	79	NA	8
APS36007	None	D9	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-48.541882211776	144	26.457894736842107	None	31.08573493271189	0.5520777067550579	24.01666590316947	35.93503278266098	7.680778941722434	-56.22266115349843	49	95	NA	9
APS36007	None	D10	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-54.00555954850689	144	26.594736842105263	None	31.08573493271189	0.5520777067550579	23.520067283190656	33.452039682766916	8.419501790679305	-62.42506133918619	57	87	NA	10
APS36007	None	D11	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-47.63126932232083	144	26.731578947368423	None	31.08573493271189	0.5520777067550579	23.023468663211844	34.94183554270335	8.545257290754348	-56.17652661307518	55	89	NA	11
APS36007	None	D12	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-95.06592256393908	144	26.86842105263158	None	31.08573493271189	0.5520777067550579	22.52687004323303	31.962243822830477	1.0865980183730248	-96.1525205823121	13	131	NA	12
APS36007	None	D13	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-73.4595621868669	144	27.00526315789474	None	31.08573493271189	0.5520777067550579	22.030271423254217	35.93503278266098	6.603667014245425	-80.06322920111232	24	120	NA	13
APS36007	None	D14	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-37.28339557851234	144	27.142105263157895	None	31.08573493271189	0.5520777067550579	23.520067283190656	35.438434162682164	14.999168476592182	-52.28256405510452	59	85	NA	14
APS36007	None	D15	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-72.46616630746128	144	27.278947368421054	None	31.08573493271189	0.5520777067550579	22.52687004323303	32.458842442809285	1.8022535971182758	-74.26841990457956	24	120	NA	15
APS36007	None	D16	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-43.409336834846975	144	27.41578947368421	None	31.08573493271189	0.5520777067550579	23.023468663211844	32.9554410627881	6.02511914271307	-49.43445597756004	49	95	NA	16
APS36007	None	D17	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-53.42607861885361	144	27.55263157894737	None	31.08573493271189	0.5520777067550579	23.520067283190656	34.44523692272454	7.375876282430853	-60.80195490128446	42	102	NA	17
APS36007	None	D18	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-55.57843635756578	144	27.689473684210526	None	31.08573493271189	0.5520777067550579	23.023468663211844	33.452039682766916	3.0209311761636783	-58.599367533729456	27	117	NA	18
APS36007	None	D19	Female	CP+S	GP 2	Warriors Mark Farmhouse	30.849639024906747	No	-41.0086301262834	144	27.826315789473686	None	31.08573493271189	0.5520777067550579	24.01666590316947	36.43163140263979	8.865970101539277	-49.874600227822675	42	102	NA	19
APS36008	Primary - 1	D-1	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-28.527654100834475	140	21.65	None	31.71983632073778	0.5988760486280327	25.403370839193624	37.31958274730427	14.456304085295521	-42.983958186129996	59	81	25	-1
APS36008	Primary	D0	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	71.34338628249667	144	20.7	None	31.71983632073778	0.5988760486280327	27.885914986716674	39.305618065322705	72.44184208485609	-1.0984558023594304	141	3	294	0
APS36008	Primary + 2	D2	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-55.04338312584838	144	21.1	None	31.71983632073778	0.5988760486280327	24.410353180184405	32.85100328176277	0.4591556013705277	-55.502538727218905	5	139	184	2
APS36008	Primary + 3	D3	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-36.255042159447385	144	21.236842105263158	None	31.71983632073778	0.5988760486280327	24.906862009689014	33.347512111267385	4.448119031789966	-40.703161191237356	36	108	NA	3
APS36008	None	D4	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-65.22384981689385	144	21.373684210526317	None	31.71983632073778	0.5988760486280327	23.417335521175183	33.844020940772	2.415998558631039	-67.63984837552489	20	124	NA	4
APS36008	None	D5	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-83.92942276141642	144	21.510526315789473	None	31.71983632073778	0.5988760486280327	22.424317862165964	37.31958274730427	11.56616891333397	-95.49559167475039	36	108	NA	5
APS36008	None	D6	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-3.5616735174720837	144	21.647368421052633	None	31.71983632073778	0.5988760486280327	22.920826691670573	37.31958274730427	27.76060145807627	-31.322274975548353	95	49	NA	6
APS36008	None	D7	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-49.415157638115915	144	21.78421052631579	None	31.71983632073778	0.5988760486280327	23.913844350679796	36.823073917799654	15.938637973127058	-65.35379561124297	60	84	NA	7
APS36008	None	D8	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-55.705527300875715	144	21.92105263157895	None	31.71983632073778	0.5988760486280327	21.927809032661354	36.32656508829505	15.163391296202853	-70.86891859707858	53	91	NA	8
APS36008	None	D9	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-65.22384981689385	144	22.057894736842105	None	31.71983632073778	0.5988760486280327	23.417335521175183	34.3405297702766	8.331098010194097	-73.55494782708794	48	96	NA	9
APS36008	None	D10	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-65.38938586065068	144	22.194736842105264	None	31.71983632073778	0.5988760486280327	22.424317862165964	36.823073917799654	14.07242599982342	-79.4618118604741	55	89	NA	10
APS36008	None	D11	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-61.74759289800027	144	22.33157894736842	None	31.71983632073778	0.5988760486280327	22.920826691670573	34.837038599781216	15.833770889407111	-77.58136378740738	74	70	NA	11
APS36008	None	D12	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-52.394806425738985	144	22.46842105263158	None	31.71983632073778	0.5988760486280327	22.424317862165964	35.33354742928583	13.267589755077676	-65.66239618081666	63	81	NA	12
APS36008	None	D13	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-105.03526834041314	144	22.605263157894736	None	31.71983632073778	0.5988760486280327	22.424317862165964	33.844020940772	4.184461498096268	-109.21972983850941	27	117	NA	13
APS36008	None	D14	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-76.23199672672351	144	22.742105263157896	None	31.71983632073778	0.5988760486280327	23.417335521175183	33.844020940772	3.7253058967257426	-79.95730262344925	22	122	NA	14
APS36008	None	D15	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-108.67706130306354	144	22.878947368421052	None	31.71983632073778	0.5988760486280327	23.417335521175183	33.844020940772	1.4149193340115658	-110.09198063707511	10	134	NA	15
APS36008	None	D16	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-98.33105856826124	144	23.01578947368421	None	31.71983632073778	0.5988760486280327	22.920826691670573	35.33354742928583	3.823054930564152	-102.1541134988254	20	124	NA	16
APS36008	None	D17	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-92.86836912428562	144	23.152631578947368	None	31.71983632073778	0.5988760486280327	22.424317862165964	33.844020940772	6.276506019095176	-99.1448751433808	35	109	NA	17
APS36008	None	D18	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-87.24014363655317	144	23.289473684210527	None	31.71983632073778	0.5988760486280327	22.424317862165964	34.3405297702766	5.343213804394122	-92.5833574409473	27	117	NA	18
APS36008	None	D19	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-82.68790243324015	144	23.426315789473684	None	31.71983632073778	0.5988760486280327	22.920826691670573	36.32656508829505	6.885844196164089	-89.57374662940424	31	113	NA	19
APS36008	Secondary - 1	D20	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-103.66959597941923	144	23.56315789473684	None	31.71983632073778	0.5988760486280327	21.927809032661354	33.844020940772	5.539084328169405	-109.20868030758864	34	110	NA	20
APS36008	Secondary	D21	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-58.43687202286354	144	23.7	None	31.71983632073778	0.5988760486280327	22.424317862165964	35.33354742928583	13.064228725322398	-71.50110074818593	57	87	272	21
APS36008	Secondary + 1	D22	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-53.55355873203684	144	23.7	None	31.71983632073778	0.5988760486280327	24.410353180184405	34.837038599781216	6.8259201483241165	-60.37947888036096	39	105	208	22
APS36008	Secondary + 2	D23	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-83.10174254263225	144	24.2	None	31.71983632073778	0.5988760486280327	22.920826691670573	34.837038599781216	9.308960804676673	-92.41070334730892	39	105	167	23
APS36008	Secondary + 3	D24	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-85.50201517710639	144	24.099999999999998	None	31.71983632073778	0.5988760486280327	22.920826691670573	35.33354742928583	4.989670198940463	-90.49168537604685	30	114	NA	24
APS36008	None	D25	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-72.42466772031625	144	24	None	31.71983632073778	0.5988760486280327	22.920826691670573	34.837038599781216	10.129522973579316	-82.55419069389558	51	93	NA	25
APS36008	None	D26	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-88.15059187721577	144	23.9	None	31.71983632073778	0.5988760486280327	22.920826691670573	34.3405297702766	6.201228503196754	-94.35182038041253	34	110	NA	26
APS36008	D27	D27	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-136.15604456669848	144	23.8	None	31.71983632073778	0.5988760486280327	21.927809032661354	32.85100328176277	1.0613757285579035	-137.2174202952564	13	131	NA	27
APS36008	D28	D28	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	Yes	-67.62412245136798	144	23.7	None	31.71983632073778	0.5988760486280327	21.927809032661354	35.830056258790435	11.634700835449298	-79.25882328681728	60	84	179	28
APS36008	None	D29	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-77.72182112053504	144	23.55	None	31.71983632073778	0.5988760486280327	22.424317862165964	35.830056258790435	16.64572518403439	-94.36754630456943	54	90	NA	29
APS36008	None	D30	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-69.36225091081477	144	23.4	None	31.71983632073778	0.5988760486280327	22.920826691670573	36.823073917799654	16.796280215831235	-86.15853112664601	56	88	NA	30
APS36008	None	D31	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-72.34189969843784	144	23.25	None	31.71983632073778	0.5988760486280327	22.424317862165964	35.33354742928583	6.050673471399911	-78.39257316983775	32	112	NA	31
APS36008	None	D32	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-124.07191337244939	144	23.1	None	31.71983632073778	0.5988760486280327	22.424317862165964	32.354494452258166	0.6774976430857979	-124.74941101553519	9	135	NA	32
APS36008	None	D33	Male	NoCo	GP 2	Old Danville Highway Barn	31.90291967182372	No	-116.871095469027	144	22.95	None	31.71983632073778	0.5988760486280327	21.43130020315674	33.347512111267385	3.1081047575783702	-119.97920022660537	16	128	NA	33
APS36010	Secondary	D21	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	Yes	-239.39156640835628	144	25.4	D+S2	31.08573493271189	0.5520777067550579	14.831911987860394	32.54238239757208	1.3482437899926798	-240.73981019834898	8	136	169	21
APS36010	Secondary + 1	D22	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	Yes	-54.870602827172704	144	27.4	None	31.08573493271189	0.5520777067550579	23.687147192716235	33.03433990895296	8.380609085944654	-63.25121191311736	58	86	187	22
APS36010	Secondary + 2	D23	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	Yes	-66.43391654492687	144	25.8	None	31.08573493271189	0.5520777067550579	23.195189681335357	35.49412746585736	9.455753887767557	-75.88967043269443	60	84	165	23
APS36010	Secondary + 3	D24	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	Yes	-68.4021401564595	144	25.54	None	31.08573493271189	0.5520777067550579	23.195189681335357	34.018254931714715	5.0641416844193525	-73.46628184087885	50	94	NA	24
APS36010	None	D25	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	No	-68.89419605934266	144	25.28	None	31.08573493271189	0.5520777067550579	23.687147192716235	33.52629742033383	7.583871318708823	-76.47806737805148	45	99	NA	25
APS36010	None	D26	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	No	-72.99466191670228	144	25.02	None	31.08573493271189	0.5520777067550579	23.195189681335357	32.54238239757208	6.094168091695257	-79.08883000839755	42	102	NA	26
APS36010	D27	D27	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	Yes	-110.80095712155813	144	24.76	None	31.08573493271189	0.5520777067550579	22.211274658573593	33.03433990895296	3.251709235234313	-114.05266635679244	30	114	NA	27
APS36010	D28	D28	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	Yes	-50.93415560410747	144	24.5	None	31.08573493271189	0.5520777067550579	22.211274658573593	36.478042488619124	17.52424984437534	-68.45840544848281	67	77	162	28
APS36010	None	D29	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	No	-94.64512164356117	144	24.475	None	31.08573493271189	0.5520777067550579	22.703232169954475	32.050424886191195	3.6474240956435793	-98.29254573920474	45	99	NA	29
APS36010	None	D30	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	No	-72.42059669667195	144	24.45	None	31.08573493271189	0.5520777067550579	23.687147192716235	33.03433990895296	8.340002530852358	-80.76059922752431	49	95	NA	30
APS36010	None	D31	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	No	-18.86851259955512	144	24.425	None	31.08573493271189	0.5520777067550579	23.195189681335357	34.018254931714715	11.609759123905466	-30.478271723460587	83	61	NA	31
APS36010	None	D32	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	No	-104.07619311548834	144	24.4	None	31.08573493271189	0.5520777067550579	21.719317147192715	35.49412746585736	9.88013219883022	-113.95632531431856	45	99	NA	32
APS36010	None	D33	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	No	-100.71381111245343	144	24.375	None	31.08573493271189	0.5520777067550579	21.719317147192715	33.03433990895296	3.9988167684684437	-104.71262788092187	32	112	NA	33
APS36010	None	D34	Male	CP+S	GP 2	Warriors Mark Farmhouse	30.54748672844508	No	-104.81427696981306	144	24.35	None	31.08573493271189	0.5520777067550579	22.211274658573593	33.03433990895296	9.784587363318927	-114.59886433313198	42	102	NA	34
APS36021	Basal TC-1	D-8	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	24.257520700322527	144	22.4	None	31.479608890138593	0.656770553631949	26.353298253763192	38.43826726277743	45.713977234370674	-21.456456534048147	94	50	NA	-8
APS36021	Basal TC	D-7	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	-79.49254249051515	144	22.4	Primary	31.479608890138593	0.656770553631949	14.771869620124544	36.92764613665065	32.53072208912798	-112.02326457964313	92	52	198	-7
APS36021	Basal TC + 1	D-6	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	74.45374868423913	144	23.6	None	31.479608890138593	0.656770553631949	31.892242382894718	36.42410576127506	74.45374868423913	0	144	0	108	-6
APS36021	Pre	D-5	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	24.845101964348288	144	23.416666666666668	None	31.479608890138593	0.656770553631949	27.86391937988997	36.92764613665065	44.12840739334398	-19.28330542899569	98	46	NA	-5
APS36021	Pre	D-4	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	72.18736380871113	144	23.233333333333334	None	31.479608890138593	0.656770553631949	29.374540506016753	37.93472688740183	73.35090934938714	-1.1635455406760113	139	5	NA	-4
APS36021	Pre	D-3	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	72.85888525331201	144	23.05	None	31.479608890138593	0.656770553631949	32.39578275827031	37.43118651202624	72.85888525331201	0	144	0	29	-3
APS36021	Pre	D-2	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	7.637364946450464	144	22.866666666666667	None	31.479608890138593	0.656770553631949	26.85683862913878	35.41702501052387	24.89913584921815	-17.261770902767687	95	49	26	-2
APS36021	Primary - 1	D-1	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	-18.803791934709622	144	22.683333333333334	None	31.479608890138593	0.656770553631949	26.353298253763192	35.920565385899465	20.788688269983968	-39.592480204693594	60	84	25	-1
APS36021	Primary	D0	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	-31.730579743276767	144	22.5	D+P2	31.479608890138593	0.656770553631949	16.282490746251327	40.4524287642798	75.57344754435924	-107.304027287636	84	60	175	0
APS36021	Primary + 1	D1	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	86.12143378417962	144	21.2	None	31.479608890138593	0.656770553631949	30.381621256767936	38.43826726277743	86.36860753095473	-0.2471737467751149	142	2	168	1
APS36021	Primary + 2	D2	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	49.01987396998037	144	22.5	None	31.479608890138593	0.656770553631949	31.388702007519125	35.41702501052387	49.01987396998037	0	144	0	171	2
APS36021	Primary + 3	D3	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	-51.87622308130351	144	22.66315789473684	None	31.479608890138593	0.656770553631949	23.33205600150963	34.91348463514827	12.993868463874167	-64.87009154517767	65	79	NA	3
APS36021	None	D4	Male	CP	GP 2	Scott's House	31.374764410187932	No	-37.774272744684794	144	22.826315789473686	None	31.479608890138593	0.656770553631949	22.82851562613404	35.41702501052387	17.88563291198172	-55.65990565666652	75	69	NA	4
APS36021	None	D5	Male	CP	GP 2	Scott's House	31.374764410187932	No	-4.617901417515794	144	22.989473684210527	None	31.479608890138593	0.656770553631949	24.842677127636414	35.920565385899465	25.155603185893707	-29.773504603409503	97	47	NA	5
APS36021	None	D6	Male	CP	GP 2	Scott's House	31.374764410187932	No	-57.919916082711524	144	23.152631578947368	None	31.479608890138593	0.656770553631949	23.33205600150963	35.920565385899465	18.20745324943151	-76.12736933214303	69	75	NA	6
APS36021	None	D7	Male	CP	GP 2	Scott's House	31.374764410187932	No	-52.547744525904406	144	23.315789473684212	None	31.479608890138593	0.656770553631949	22.82851562613404	37.43118651202624	19.709082909883072	-72.25682743578747	65	79	NA	7
APS36021	None	D8	Male	CP	GP 2	Scott's House	31.374764410187932	No	-88.80990253435252	144	23.478947368421053	None	31.479608890138593	0.656770553631949	22.82851562613404	33.40286350902149	4.217621734560392	-93.0275242689129	45	99	NA	8
APS36021	None	D9	Male	CP	GP 2	Scott's House	31.374764410187932	No	-69.16790027977645	144	23.642105263157895	None	31.479608890138593	0.656770553631949	22.324975250758445	35.920565385899465	9.867171205319064	-79.03507148509551	56	88	NA	9
APS36021	None	D10	Male	CP	GP 2	Scott's House	31.374764410187932	No	-105.84975919110013	144	23.805263157894736	None	31.479608890138593	0.656770553631949	22.82851562613404	33.906403884397086	2.664877329656415	-108.51463652075654	27	117	NA	10
APS36021	None	D11	Male	CP	GP 2	Scott's House	31.374764410187932	No	-104.67459666304858	144	23.96842105263158	None	31.479608890138593	0.656770553631949	22.82851562613404	34.409944259772686	3.7537762796577523	-108.42837294270632	26	118	NA	11
APS36021	None	D12	Male	CP	GP 2	Scott's House	31.374764410187932	No	-131.95515534995977	144	24.13157894736842	None	31.479608890138593	0.656770553631949	22.82851562613404	34.409944259772686	3.1499312333062037	-135.10508658326597	19	125	NA	12
APS36021	None	D13	Male	CP	GP 2	Scott's House	31.374764410187932	No	-87.13109892285028	144	24.294736842105266	None	31.479608890138593	0.656770553631949	23.33205600150963	33.906403884397086	5.535107251535972	-92.66620617438625	34	110	NA	13
APS36021	None	D14	Male	CP	GP 2	Scott's House	31.374764410187932	No	-74.54007183658358	144	24.457894736842107	None	31.479608890138593	0.656770553631949	22.82851562613404	33.906403884397086	3.2571053886324144	-77.79717722521599	29	115	NA	14
APS36021	None	D15	Male	CP	GP 2	Scott's House	31.374764410187932	No	-110.21464858100592	144	24.621052631578948	None	31.479608890138593	0.656770553631949	22.82851562613404	34.91348463514827	4.329740556307982	-114.5443891373139	21	123	NA	15
APS36021	None	D16	Male	CP	GP 2	Scott's House	31.374764410187932	No	-133.21425805858644	144	24.78421052631579	None	31.479608890138593	0.656770553631949	22.324975250758445	33.906403884397086	2.643966752380425	-135.85822481096687	18	126	NA	16
APS36021	None	D17	Male	CP	GP 2	Scott's House	31.374764410187932	No	-67.65697702942445	144	24.947368421052634	None	31.479608890138593	0.656770553631949	22.82851562613404	35.41702501052387	15.234695967175965	-82.89167299660042	54	90	NA	17
APS36021	None	D18	Male	CP	GP 2	Scott's House	31.374764410187932	No	-46.168290802195926	144	25.110526315789475	None	31.479608890138593	0.656770553631949	22.82851562613404	36.92764613665065	30.140899275947987	-76.30919007814391	75	69	NA	18
APS36021	None	D19	Male	CP	GP 2	Scott's House	31.374764410187932	No	-120.95899169462018	144	25.273684210526316	None	31.479608890138593	0.656770553631949	22.324975250758445	35.41702501052387	12.67931619032087	-133.63830788494104	38	106	NA	19
APS36021	Secondary - 1	D20	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	-164.6918257742532	144	25.43684210526316	None	31.479608890138593	0.656770553631949	22.324975250758445	35.920565385899465	8.363516018863544	-173.05534179311675	23	121	NA	20
APS36021	Secondary	D21	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	-75.12765310060938	144	25.6	None	31.479608890138593	0.656770553631949	21.82143487538285	35.41702501052387	21.485767086811062	-96.61342018742043	71	73	267	21
APS36021	Secondary + 1	D22	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	-72.77732804450623	144	26.1	None	31.479608890138593	0.656770553631949	22.324975250758445	35.41702501052387	18.443010008831084	-91.22033805333731	62	82	209	22
APS36021	Secondary + 2	D23	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	-24.259903672091866	144	26.1	None	31.479608890138593	0.656770553631949	22.82851562613404	37.43118651202624	36.13550305890753	-60.3954067309994	90	54	167	23
APS36021	Secondary + 3	D24	Male	CP	GP 2	Scott's House	31.374764410187932	Yes	-55.65353120718352	144	25.6	None	31.479608890138593	0.656770553631949	22.324975250758445	35.920565385899465	15.659043665001736	-71.31257487218525	56	88	NA	24
APS36021	None	D25	Male	CP	GP 2	Scott's House	31.374764410187932	No	-59.76660005536397	144	25.1	None	31.479608890138593	0.656770553631949	24.339136752260817	35.41702501052387	13.642155933723963	-73.40875598908794	55	89	NA	25
APS36021	None	D26	Male	CP	GP 2	Scott's House	31.374764410187932	No	-84.86471404732228	144	24.6	None	31.479608890138593	0.656770553631949	23.33205600150963	34.91348463514827	8.568570739615524	-93.4332847869378	39	105	NA	26
APS36026	Basal TC-1	D-8	Female	CP	GP 2	Old Danville Highway Barn	31.826617733185675	Yes	66.38102506135019	144	22	None	31.479608890138593	0.656770553631949	31.49599724506171	37.407367755861344	66.71171167357178	-0.33068661222159057	138	6	NA	-8
APS36026	Basal TC	D-7	Female	CP	GP 2	Old Danville Highway Barn	31.826617733185675	Yes	-76.50566724044334	144	22.3	Primary	31.479608890138593	0.656770553631949	15.239728340362685	37.407367755861344	30.624140668075004	-107.12980790851834	91	53	197	-7
