Bat_ID	DateTime	NumberDate	Temperature
APS36036	2025-09-26T00:00:01Z	1758844801	26.210210777606335
APS36036	2025-09-26T00:10:01Z	1758845401	26.210210777606335
APS36036	2025-09-26T00:20:01Z	1758846001	26.210210777606335
APS36036	2025-09-26T00:30:01Z	1758846601	26.210210777606335
APS36036	2025-09-26T00:40:01Z	1758847201	26.210210777606335
APS36036	2025-09-26T00:50:01Z	1758847801	26.210210777606335
APS36036	2025-09-26T01:00:01Z	1758848401	26.210210777606335
APS36036	2025-09-26T01:10:01Z	1758849001	26.210210777606335
APS36036	2025-09-26T01:20:01Z	1758849601	25.709974962881017
APS36036	2025-09-26T01:30:01Z	1758850201	25.709974962881017
APS36036	2025-09-26T01:40:01Z	1758850801	25.709974962881017
APS36036	2025-09-26T01:50:01Z	1758851401	25.709974962881017
APS36036	2025-09-26T02:00:01Z	1758852001	25.709974962881017
APS36036	2025-09-26T02:10:01Z	1758852601	25.709974962881017
APS36036	2025-09-26T02:20:01Z	1758853201	25.709974962881017
APS36036	2025-09-26T02:30:01Z	1758853801	25.209739148155695
APS36036	2025-09-26T02:40:01Z	1758854401	25.709974962881017
APS36036	2025-09-26T02:50:01Z	1758855001	25.209739148155695
APS36036	2025-09-26T03:00:01Z	1758855601	25.209739148155695
APS36036	2025-09-26T03:10:01Z	1758856201	25.209739148155695
APS36036	2025-09-26T03:20:01Z	1758856801	25.209739148155695
APS36036	2025-09-26T03:30:01Z	1758857401	24.709503333430376
APS36036	2025-09-26T03:40:01Z	1758858001	24.709503333430376
APS36036	2025-09-26T03:50:01Z	1758858601	24.709503333430376
APS36036	2025-09-26T04:00:01Z	1758859201	24.709503333430376
APS36036	2025-09-26T04:10:01Z	1758859801	24.709503333430376
APS36036	2025-09-26T04:20:01Z	1758860401	24.209267518705058
APS36036	2025-09-26T04:30:01Z	1758861001	24.209267518705058
APS36036	2025-09-26T04:40:01Z	1758861601	24.209267518705058
APS36036	2025-09-26T04:50:01Z	1758862201	24.209267518705058
APS36036	2025-09-26T05:00:01Z	1758862801	24.209267518705058
APS36036	2025-09-26T05:10:01Z	1758863401	24.209267518705058
APS36036	2025-09-26T05:20:01Z	1758864001	24.209267518705058
APS36036	2025-09-26T05:30:01Z	1758864601	24.209267518705058
APS36036	2025-09-26T05:40:01Z	1758865201	24.209267518705058
APS36036	2025-09-26T05:50:01Z	1758865801	24.209267518705058
APS36036	2025-09-26T06:00:01Z	1758866401	23.709031703979736
APS36036	2025-09-26T06:10:01Z	1758867001	23.709031703979736
APS36036	2025-09-26T06:20:01Z	1758867601	23.709031703979736
APS36036	2025-09-26T06:30:01Z	1758868201	23.709031703979736
APS36036	2025-09-26T06:40:01Z	1758868801	23.709031703979736
APS36036	2025-09-26T06:50:01Z	1758869401	23.709031703979736
