Bat_ID	DateTime	NumberDate	Temperature	avg_temp	avg_RH	deltaT
APS36007	2025-09-04T16:10:01Z	1757002201	33.452039682766916	14.95375	82.26375	18.498289682766917
APS36007	2025-09-04T16:20:01Z	1757002801	30.472447962894034	15.1275	81.29249999999999	15.344947962894034
APS36007	2025-09-04T16:30:01Z	1757003401	30.96904658287285	15.38625	85.1175	15.582796582872849
APS36007	2025-09-04T16:40:01Z	1757004001	29.975849342915225	15.16625	80.77875	14.809599342915226
APS36007	2025-09-04T16:50:01Z	1757004601	29.47925072293641	14.89375	81.1275	14.585500722936409
APS36007	2025-09-04T17:00:01Z	1757005201	29.975849342915225	14.78875	81.5625	15.187099342915225
APS36007	2025-09-04T17:10:01Z	1757005801	30.96904658287285	14.8625	81.34	16.10654658287285
APS36007	2025-09-04T17:20:01Z	1757006401	31.465645202851665	14.8025	81.54374999999999	16.663145202851666
APS36007	2025-09-04T17:30:01Z	1757007001	31.465645202851665	14.73125	81.96125	16.734395202851665
APS36007	2025-09-04T17:40:01Z	1757007601	29.47925072293641	14.83625	81.45125	14.64300072293641
APS36007	2025-09-04T17:50:01Z	1757008201	29.47925072293641	14.85875	81.55125	14.62050072293641
APS36007	2025-09-04T18:00:01Z	1757008801	29.975849342915225	14.78875	81.7225	15.187099342915225
APS36007	2025-09-04T18:10:01Z	1757009401	29.47925072293641	14.813749999999999	82.72375	14.665500722936411
APS36007	2025-09-04T18:20:01Z	1757010001	29.975849342915225	14.72625	81.93625	15.249599342915225
APS36007	2025-09-04T18:30:01Z	1757010601	33.452039682766916	14.68375	82.26	18.768289682766916
APS36007	2025-09-04T18:40:01Z	1757011201	34.44523692272454	14.64625	82.30875	19.798986922724538
APS36007	2025-09-04T18:50:01Z	1757011801	34.94183554270335	14.65	82.17625000000001	20.291835542703353
APS36007	2025-09-04T19:00:01Z	1757012401	34.94183554270335	14.65	82.16499999999999	20.291835542703353
APS36007	2025-09-04T19:10:01Z	1757013001	33.452039682766916	14.627500000000001	82.22125	18.824539682766915
APS36007	2025-09-04T19:20:01Z	1757013601	32.9554410627881	14.713750000000001	81.98	18.241691062788096
APS36007	2025-09-04T19:30:01Z	1757014201	36.43163140263979	14.73375	82.11500000000001	21.697881402639787
APS36007	2025-09-04T19:40:01Z	1757014801	35.93503278266098	14.748750000000001	81.8475	21.18628278266098
APS36007	2025-09-04T19:50:01Z	1757015401	35.93503278266098	14.76625	81.69375	21.168782782660983
APS36007	2025-09-04T20:00:01Z	1757016001	32.9554410627881	14.78375	81.74125000000001	18.1716910627881
APS36007	2025-09-04T20:10:01Z	1757016601	31.962243822830477	14.76625	81.81375	17.195993822830477
APS36007	2025-09-04T20:20:01Z	1757017201	28.486053482978786	14.73875	81.81	13.747303482978786
APS36007	2025-09-04T20:30:01Z	1757017801	31.465645202851665	14.70125	81.935	16.764395202851667
APS36007	2025-09-04T20:40:01Z	1757018401	30.472447962894034	14.6875	81.92	15.784947962894034
APS36007	2025-09-04T20:50:01Z	1757019001	30.472447962894034	14.6425	82.19125	15.829947962894034
APS36007	2025-09-04T21:00:01Z	1757019601	29.975849342915225	14.6475	82.11625000000001	15.328349342915224
APS36007	2025-09-04T21:10:01Z	1757020201	33.94863830274573	14.715	81.94	19.233638302745728
APS36007	2025-09-04T21:20:01Z	1757020801	34.94183554270335	14.719999999999999	81.92875000000001	20.221835542703353
APS36007	2025-09-04T21:30:01Z	1757021401	30.96904658287285	14.6275	82.1925	16.34154658287285
APS36007	2025-09-04T21:40:01Z	1757022001	28.982652102957598	14.583749999999998	82.55	14.3989021029576
APS36007	2025-09-04T21:50:01Z	1757022601	27.98945486299997	14.561250000000001	82.61500000000001	13.42820486299997
APS36007	2025-09-04T22:00:01Z	1757023201	28.982652102957598	14.530000000000001	82.6	14.452652102957597
APS36007	2025-09-04T22:10:01Z	1757023801	30.472447962894034	14.563749999999999	82.86	15.908697962894035
APS36007	2025-09-04T22:20:01Z	1757024401	30.96904658287285	14.568750000000001	82.89375	16.400296582872848
APS36007	2025-09-04T22:30:01Z	1757025001	30.472447962894034	14.567499999999999	82.8175	15.904947962894035
APS36007	2025-09-04T22:40:01Z	1757025601	30.472447962894034	14.585	82.73625	15.887447962894033
APS36007	2025-09-04T22:50:01Z	1757026201	30.96904658287285	14.596250000000001	82.8125	16.372796582872848
APS36007	2025-09-04T23:00:01Z	1757026801	30.96904658287285	14.563749999999999	82.96375	16.40529658287285
APS36007	2025-09-04T23:10:01Z	1757027401	30.472447962894034	14.568750000000001	82.84	15.903697962894032
APS36007	2025-09-04T23:20:01Z	1757028001	30.96904658287285	14.66375	83.05625	16.30529658287285
APS36007	2025-09-04T23:30:01Z	1757028601	31.465645202851665	14.681249999999999	82.72	16.784395202851666
APS36007	2025-09-04T23:40:01Z	1757029201	31.962243822830477	14.623750000000001	82.88499999999999	17.338493822830475
APS36007	2025-09-04T23:50:01Z	1757029801	31.465645202851665	14.62125	82.9875	16.844395202851665
APS36007	2025-09-05T00:00:01Z	1757030401	30.96904658287285	14.555	82.78999999999999	16.41404658287285
APS36007	2025-09-05T00:10:01Z	1757031001	29.47925072293641	14.55375	82.9525	14.925500722936409
APS36007	2025-09-05T00:20:01Z	1757031601	28.486053482978786	14.575	83.155	13.911053482978787
APS36007	2025-09-05T00:30:01Z	1757032201	27.98945486299997	14.585	83.12	13.40445486299997
APS36007	2025-09-05T00:40:01Z	1757032801	28.982652102957598	14.596250000000001	83.04625	14.386402102957597
APS36007	2025-09-05T00:50:01Z	1757033401	27.49285624302116	14.57	83.30625	12.922856243021158
APS36007	2025-09-05T01:00:01Z	1757034001	25.506461763105907	14.568750000000001	83.2125	10.937711763105906
APS36007	2025-09-05T01:10:01Z	1757034601	25.506461763105907	14.525	83.22	10.981461763105907
APS36007	2025-09-05T01:20:01Z	1757035201	25.506461763105907	14.5275	83.15875	10.978961763105907
APS36007	2025-09-05T01:30:01Z	1757035801	25.009863143127095	14.5375	83.42375	10.472363143127096
APS36007	2025-09-05T01:40:01Z	1757036401	24.51326452314828	14.498750000000001	83.1425	10.014514523148279
APS36007	2025-09-05T01:50:01Z	1757037001	24.01666590316947	14.5025	83.23625	9.514165903169472
APS36007	2025-09-05T02:00:01Z	1757037601	23.023468663211844	14.47875	83.1825	8.544718663211844
APS36007	2025-09-05T02:10:01Z	1757038201	23.023468663211844	14.4725	83.49375	8.550968663211844
APS36007	2025-09-05T02:20:01Z	1757038801	22.52687004323303	14.524999999999999	83.25	8.00187004323303
APS36007	2025-09-05T02:30:01Z	1757039401	23.023468663211844	14.49125	83.3275	8.532218663211843
APS36007	2025-09-05T02:40:01Z	1757040001	21.533672803275405	14.50375	83.53875	7.029922803275404
APS36007	2025-09-05T02:50:01Z	1757040601	21.03707418329659	14.47875	83.405	6.558324183296589
APS36007	2025-09-05T03:00:01Z	1757041201	21.03707418329659	14.475	83.41499999999999	6.562074183296589
APS36007	2025-09-05T03:10:01Z	1757041801	20.04387694333896	14.473749999999999	83.47	5.570126943338963
APS36007	2025-09-05T03:20:01Z	1757042401	20.540475563317777	14.485	83.6825	6.055475563317778
