1-Wire/iButton Part Number: DS2422
1-Wire/iButton Registration Number: B300000081225D41
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 600 second(s)
Mission Start Time:  Sat May 31 12:10:01 EAT 2025
Mission Sample Count:  2197
Roll Over Enabled?  false(no rollover occurred)
First Sample Timestamp:  Sat May 31 12:10:01 EAT 2025
Total Mission Samples:  2197
Total Device Samples:  3188
Temperature Logging:  0.5 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
5/31/25 12:10:01 PM,C,23.5
5/31/25 12:20:01 PM,C,24
5/31/25 12:30:01 PM,C,24
5/31/25 12:40:01 PM,C,24.5
5/31/25 12:50:01 PM,C,24.5
5/31/25 1:00:01 PM,C,25
5/31/25 1:10:01 PM,C,25
5/31/25 1:20:01 PM,C,25.5
5/31/25 1:30:01 PM,C,25
5/31/25 1:40:01 PM,C,25
5/31/25 1:50:01 PM,C,25.5
5/31/25 2:00:01 PM,C,25.5
5/31/25 2:10:01 PM,C,25.5
5/31/25 2:20:01 PM,C,26
5/31/25 2:30:01 PM,C,26
5/31/25 2:40:01 PM,C,26
5/31/25 2:50:01 PM,C,25.5
5/31/25 3:00:01 PM,C,25.5
5/31/25 3:10:01 PM,C,25.5
5/31/25 3:20:01 PM,C,26
5/31/25 3:30:01 PM,C,28
5/31/25 3:40:01 PM,C,26
5/31/25 3:50:01 PM,C,27.5
5/31/25 4:00:01 PM,C,25.5
5/31/25 4:10:01 PM,C,25
5/31/25 4:20:01 PM,C,24.5
5/31/25 4:30:01 PM,C,25
5/31/25 4:40:01 PM,C,26
5/31/25 4:50:01 PM,C,26
5/31/25 5:00:01 PM,C,26
5/31/25 5:10:01 PM,C,24.5
5/31/25 5:20:01 PM,C,24.5
5/31/25 5:30:01 PM,C,24.5
5/31/25 5:40:01 PM,C,24
5/31/25 5:50:01 PM,C,24
5/31/25 6:00:01 PM,C,24
5/31/25 6:10:01 PM,C,23
5/31/25 6:20:01 PM,C,23
5/31/25 6:30:01 PM,C,22.5
5/31/25 6:40:01 PM,C,22
5/31/25 6:50:01 PM,C,16
