Timestamp for sample frequency every 1 min,Temperature (°C),Relative Humidity (%)
2025-09-12 05:14:00,13.7150,83.5175
2025-09-12 05:15:00,13.7300,83.5375
2025-09-12 05:16:00,13.7450,83.4875
2025-09-12 05:17:00,13.7500,83.4725
2025-09-12 05:18:00,13.7675,83.3225
2025-09-12 05:19:00,13.7650,83.3650
2025-09-12 05:20:00,13.7775,83.4275
2025-09-12 05:21:00,13.7925,83.4175
2025-09-12 05:22:00,13.7625,83.3700
2025-09-12 05:23:00,13.7600,83.4400
2025-09-12 05:24:00,13.7800,83.4500
2025-09-12 05:25:00,13.7650,83.4150
2025-09-12 05:26:00,13.7850,83.4625
2025-09-12 05:27:00,13.7525,83.3750
2025-09-12 05:28:00,13.7625,83.3675
2025-09-12 05:29:00,13.7850,83.4350
2025-09-12 05:30:00,13.7775,83.3675
2025-09-12 05:31:00,13.7750,83.4625
2025-09-12 05:32:00,13.7575,83.5000
2025-09-12 05:33:00,13.7625,83.3525
2025-09-12 05:34:00,13.7675,83.4800
2025-09-12 05:35:00,13.7675,83.2775
2025-09-12 05:36:00,13.7650,83.3675
2025-09-12 05:37:00,13.7400,83.4350
2025-09-12 05:38:00,13.7475,83.4425
2025-09-12 05:39:00,13.7550,83.3975
2025-09-12 05:40:00,13.7650,83.3975
2025-09-12 05:41:00,13.7275,83.5000
2025-09-12 05:42:00,13.7625,83.4875
2025-09-12 05:43:00,13.7550,83.4950
2025-09-12 05:44:00,13.7525,83.4075
2025-09-12 05:45:00,13.7500,83.3725
2025-09-12 05:46:00,13.7375,83.4150
2025-09-12 05:47:00,13.7800,83.4225
2025-09-12 05:48:00,13.7575,83.4325
2025-09-12 05:49:00,13.7475,83.4700
2025-09-12 05:50:00,13.7600,83.5000
2025-09-12 05:51:00,13.7475,83.3850
2025-09-12 05:52:00,13.7475,83.5600
2025-09-12 05:53:00,13.7475,83.4950
2025-09-12 05:54:00,13.7525,83.5675
2025-09-12 05:55:00,13.7625,83.4925
2025-09-12 05:56:00,13.7825,83.4925
2025-09-12 05:57:00,13.7825,83.4650
2025-09-12 05:58:00,13.7900,83.5850
2025-09-12 05:59:00,13.7725,83.4150
2025-09-12 06:00:00,13.7975,83.3800
2025-09-12 06:01:00,13.7650,83.4300
2025-09-12 06:02:00,13.7950,83.3800
2025-09-12 06:03:00,13.7925,83.3900
2025-09-12 06:04:00,13.7950,83.3400
2025-09-12 06:05:00,13.7775,83.3575
2025-09-12 06:06:00,13.7525,83.4025
2025-09-12 06:07:00,13.7800,83.3650
2025-09-12 06:08:00,13.7475,83.3675
2025-09-12 06:09:00,13.7525,83.3200
2025-09-12 06:10:00,13.7275,83.2350
2025-09-12 06:11:00,13.7375,83.2950
2025-09-12 06:12:00,13.7375,83.3950
2025-09-12 06:13:00,13.7375,83.3225
2025-09-12 06:14:00,13.7375,83.3250
2025-09-12 06:15:00,13.7300,83.3275
2025-09-12 06:16:00,13.7500,83.3300
2025-09-12 06:17:00,13.7400,83.5025
2025-09-12 06:18:00,13.7525,83.4025
2025-09-12 06:19:00,13.7500,83.3750
2025-09-12 06:20:00,13.7400,83.3150
2025-09-12 06:21:00,13.7550,83.3050
2025-09-12 06:22:00,13.7750,83.3500
2025-09-12 06:23:00,13.7450,83.4400
2025-09-12 06:24:00,13.7675,83.3500
2025-09-12 06:25:00,13.7650,83.3400
2025-09-12 06:26:00,13.7850,83.2725
2025-09-12 06:27:00,13.7625,83.1900
2025-09-12 06:28:00,13.7750,83.1700
2025-09-12 06:29:00,13.7575,83.1650
2025-09-12 06:30:00,13.7600,83.2775
2025-09-12 06:31:00,13.7625,83.2950
2025-09-12 06:32:00,13.7750,83.2550
2025-09-12 06:33:00,13.7575,83.1650
2025-09-12 06:34:00,13.7900,83.2725
2025-09-12 06:35:00,13.8050,83.1900
2025-09-12 06:36:00,13.7925,83.1650
2025-09-12 06:37:00,13.8025,83.2125
2025-09-12 06:38:00,13.8000,83.2275
2025-09-12 06:39:00,13.8250,83.2375
2025-09-12 06:40:00,13.8250,83.1175
2025-09-12 06:41:00,13.8200,83.1750
2025-09-12 06:42:00,13.8225,83.1925
2025-09-12 06:43:00,13.8150,83.0525
2025-09-12 06:44:00,13.8125,83.1150
2025-09-12 06:45:00,13.8300,83.1050
2025-09-12 06:46:00,13.7950,83.0275
2025-09-12 06:47:00,13.7900,83.1650
2025-09-12 06:48:00,13.7950,83.1150
2025-09-12 06:49:00,13.8000,83.1275
2025-09-12 06:50:00,13.8025,83.0925
2025-09-12 06:51:00,13.7850,83.0500
2025-09-12 06:52:00,13.7750,83.0425
2025-09-12 06:53:00,13.7800,83.0575
2025-09-12 06:54:00,13.7750,83.0400
2025-09-12 06:55:00,13.7900,83.1100
2025-09-12 06:56:00,13.7775,82.9950
2025-09-12 06:57:00,13.7875,83.0575
2025-09-12 06:58:00,13.7850,83.1050
2025-09-12 06:59:00,13.7925,82.9175
2025-09-12 07:00:00,13.7875,82.9675
2025-09-12 07:01:00,13.7550,83.0225
2025-09-12 07:02:00,13.7625,83.0675
2025-09-12 07:03:00,13.7450,83.0125
2025-09-12 07:04:00,13.7850,83.0450
2025-09-12 07:05:00,13.8025,83.0125
2025-09-12 07:06:00,13.7750,82.9150
2025-09-12 07:07:00,13.7625,82.9875
2025-09-12 07:08:00,13.7475,82.9625
2025-09-12 07:09:00,13.7675,83.0525
2025-09-12 07:10:00,13.7925,82.9900
2025-09-12 07:11:00,13.7750,82.9575
2025-09-12 07:12:00,13.7800,82.8575
2025-09-12 07:13:00,13.7750,82.9075
2025-09-12 07:14:00,13.7850,82.8250
2025-09-12 07:15:00,13.7525,82.8450
2025-09-12 07:16:00,13.7400,82.8050
2025-09-12 07:17:00,13.7450,82.8075
2025-09-12 07:18:00,13.7425,82.9075
2025-09-12 07:19:00,13.7500,82.8275
2025-09-12 07:20:00,13.7350,82.8825
2025-09-12 07:21:00,13.7450,82.9000
2025-09-12 07:22:00,13.7375,82.9050
2025-09-12 07:23:00,13.7400,82.8300
2025-09-12 07:24:00,13.7525,82.8500
2025-09-12 07:25:00,13.7350,82.9000
2025-09-12 07:26:00,13.7375,82.8750
2025-09-12 07:27:00,13.7375,82.9175
2025-09-12 07:28:00,13.7375,82.8950
2025-09-12 07:29:00,13.7150,82.8875
2025-09-12 07:30:00,13.6900,82.8600
2025-09-12 07:31:00,13.7200,83.0300
2025-09-12 07:32:00,13.7150,82.9625
2025-09-12 07:33:00,13.7100,82.9750
2025-09-12 07:34:00,13.7100,83.0500
2025-09-12 07:35:00,13.7200,83.1125
2025-09-12 07:36:00,13.7225,83.0525
2025-09-12 07:37:00,13.7275,82.9175
2025-09-12 07:38:00,13.7375,82.9450
2025-09-12 07:39:00,13.7500,82.8750
2025-09-12 07:40:00,13.7400,82.8450
2025-09-12 07:41:00,13.7400,82.8925
2025-09-12 07:42:00,13.7300,82.8200
2025-09-12 07:43:00,13.7275,82.8925
2025-09-12 07:44:00,13.7375,82.8675
2025-09-12 07:45:00,13.7500,82.8300
2025-09-12 07:46:00,13.7375,82.8450
2025-09-12 07:47:00,13.7525,82.8750
2025-09-12 07:48:00,13.7425,82.9375
2025-09-12 07:49:00,13.7475,82.8500
2025-09-12 07:50:00,13.7500,83.0125
2025-09-12 07:51:00,13.7525,82.9875
2025-09-12 07:52:00,13.7675,82.9300
2025-09-12 07:53:00,13.7575,82.8850
2025-09-12 07:54:00,13.7575,82.8950
