DateTime	Unit	Value	NumberDate
2025-05-16T14:50:00Z	C	29.091	1747407000
2025-05-16T15:00:00Z	C	28.592	1747407600
2025-05-16T15:10:00Z	C	28.592	1747408200
2025-05-16T15:20:00Z	C	28.592	1747408800
2025-05-16T15:30:00Z	C	28.592	1747409400
2025-05-16T15:40:00Z	C	29.091	1747410000
2025-05-16T15:50:00Z	C	29.091	1747410600
2025-05-16T16:00:00Z	C	29.091	1747411200
2025-05-16T16:10:00Z	C	29.591	1747411800
2025-05-16T16:20:00Z	C	28.592	1747412400
2025-05-16T16:30:00Z	C	29.091	1747413000
2025-05-16T16:40:00Z	C	29.091	1747413600
2025-05-16T16:50:00Z	C	28.592	1747414200
2025-05-16T17:00:00Z	C	28.592	1747414800
2025-05-16T17:10:00Z	C	28.592	1747415400
2025-05-16T17:20:00Z	C	29.091	1747416000
2025-05-16T17:30:00Z	C	28.592	1747416600
2025-05-16T17:40:00Z	C	28.592	1747417200
2025-05-16T17:50:00Z	C	28.092	1747417800
2025-05-16T18:00:00Z	C	28.092	1747418400
2025-05-16T18:10:00Z	C	27.593	1747419000
2025-05-16T18:20:00Z	C	27.593	1747419600
2025-05-16T18:30:00Z	C	27.093	1747420200
2025-05-16T18:40:00Z	C	26.593	1747420800
2025-05-16T18:50:00Z	C	26.094	1747421400
2025-05-16T19:00:00Z	C	25.594	1747422000
2025-05-16T19:10:00Z	C	25.594	1747422600
2025-05-16T19:20:00Z	C	25.594	1747423200
2025-05-16T19:30:00Z	C	25.094	1747423800
2025-05-16T19:40:00Z	C	25.094	1747424400
2025-05-16T19:50:00Z	C	24.594	1747425000
2025-05-16T20:00:00Z	C	24.594	1747425600
2025-05-16T20:10:00Z	C	25.094	1747426200
2025-05-16T20:20:00Z	C	24.594	1747426800
2025-05-16T20:30:00Z	C	24.594	1747427400
2025-05-16T20:40:00Z	C	24.594	1747428000
2025-05-16T20:50:00Z	C	24.094	1747428600
2025-05-16T21:00:00Z	C	24.094	1747429200
2025-05-16T21:10:00Z	C	24.094	1747429800
2025-05-16T21:20:00Z	C	24.094	1747430400
2025-05-16T21:30:00Z	C	24.094	1747431000
2025-05-16T21:40:00Z	C	23.594	1747431600
2025-05-16T21:50:00Z	C	23.594	1747432200
2025-05-16T22:00:00Z	C	23.594	1747432800
2025-05-16T22:10:00Z	C	23.594	1747433400
2025-05-16T22:20:00Z	C	23.594	1747434000
2025-05-16T22:30:00Z	C	23.594	1747434600
2025-05-16T22:40:00Z	C	23.093	1747435200
2025-05-16T22:50:00Z	C	23.093	1747435800
2025-05-16T23:00:00Z	C	23.093	1747436400
2025-05-16T23:10:00Z	C	23.093	1747437000
2025-05-16T23:20:00Z	C	23.093	1747437600
2025-05-16T23:30:00Z	C	22.593	1747438200
2025-05-16T23:40:00Z	C	22.593	1747438800
2025-05-16T23:50:00Z	C	22.593	1747439400
2025-05-17T00:00:00Z	C	22.593	1747440000
2025-05-17T00:10:00Z	C	22.093	1747440600
2025-05-17T00:20:00Z	C	22.593	1747441200
2025-05-17T00:30:00Z	C	22.593	1747441800
2025-05-17T00:40:00Z	C	22.593	1747442400
2025-05-17T00:50:00Z	C	22.593	1747443000
2025-05-17T01:00:00Z	C	22.093	1747443600
2025-05-17T01:10:00Z	C	21.592	1747444200
2025-05-17T01:20:00Z	C	21.592	1747444800
2025-05-17T01:30:00Z	C	21.592	1747445400
2025-05-17T01:40:00Z	C	21.592	1747446000
2025-05-17T01:50:00Z	C	21.592	1747446600
2025-05-17T02:00:00Z	C	21.592	1747447200
2025-05-17T02:10:00Z	C	21.592	1747447800
2025-05-17T02:20:00Z	C	21.092	1747448400
2025-05-17T02:30:00Z	C	21.092	1747449000
2025-05-17T02:40:00Z	C	21.092	1747449600
2025-05-17T02:50:00Z	C	21.092	1747450200
2025-05-17T03:00:00Z	C	21.092	1747450800
2025-05-17T03:10:00Z	C	21.092	1747451400
2025-05-17T03:20:00Z	C	21.092	1747452000
2025-05-17T03:30:00Z	C	21.092	1747452600
2025-05-17T03:40:00Z	C	21.092	1747453200
2025-05-17T03:50:00Z	C	21.092	1747453800
2025-05-17T04:00:00Z	C	21.092	1747454400
2025-05-17T04:10:00Z	C	21.092	1747455000
2025-05-17T04:20:00Z	C	21.092	1747455600
2025-05-17T04:30:00Z	C	21.092	1747456200
2025-05-17T04:40:00Z	C	21.092	1747456800
2025-05-17T04:50:00Z	C	21.092	1747457400
2025-05-17T05:00:00Z	C	21.092	1747458000
2025-05-17T05:10:00Z	C	21.092	1747458600
2025-05-17T05:20:00Z	C	21.092	1747459200
2025-05-17T05:30:00Z	C	21.092	1747459800
2025-05-17T05:40:00Z	C	21.092	1747460400
2025-05-17T05:50:00Z	C	21.092	1747461000
2025-05-17T06:00:00Z	C	20.591	1747461600
2025-05-17T06:10:00Z	C	20.591	1747462200
2025-05-17T06:20:00Z	C	20.591	1747462800
2025-05-17T06:30:00Z	C	20.591	1747463400
2025-05-17T06:40:00Z	C	20.591	1747464000
2025-05-17T06:50:00Z	C	20.591	1747464600
2025-05-17T07:00:00Z	C	20.591	1747465200
2025-05-17T07:10:00Z	C	20.591	1747465800
2025-05-17T07:20:00Z	C	21.592	1747466400
2025-05-17T07:30:00Z	C	23.093	1747467000
2025-05-17T07:40:00Z	C	23.594	1747467600
2025-05-17T07:50:00Z	C	24.594	1747468200
2025-05-17T08:00:00Z	C	26.593	1747468800
2025-05-17T08:10:00Z	C	27.593	1747469400
2025-05-17T08:20:00Z	C	26.094	1747470000
2025-05-17T08:30:00Z	C	28.092	1747470600
2025-05-17T08:40:00Z	C	28.092	1747471200
2025-05-17T08:50:00Z	C	26.593	1747471800
2025-05-17T09:00:00Z	C	27.593	1747472400
2025-05-17T09:10:00Z	C	28.592	1747473000
2025-05-17T09:20:00Z	C	28.592	1747473600
2025-05-17T09:30:00Z	C	27.093	1747474200
2025-05-17T09:40:00Z	C	27.093	1747474800
2025-05-17T09:50:00Z	C	27.093	1747475400
2025-05-17T10:00:00Z	C	26.593	1747476000
2025-05-17T10:10:00Z	C	26.593	1747476600
2025-05-17T10:20:00Z	C	27.093	1747477200
2025-05-17T10:30:00Z	C	27.593	1747477800
2025-05-17T10:40:00Z	C	27.593	1747478400
2025-05-17T10:50:00Z	C	27.593	1747479000
2025-05-17T11:00:00Z	C	27.593	1747479600
2025-05-17T11:10:00Z	C	27.593	1747480200
2025-05-17T11:20:00Z	C	28.092	1747480800
2025-05-17T11:30:00Z	C	28.092	1747481400
2025-05-17T11:40:00Z	C	28.092	1747482000
2025-05-17T11:50:00Z	C	28.092	1747482600
2025-05-17T12:00:00Z	C	28.092	1747483200
2025-05-17T12:10:00Z	C	28.092	1747483800
2025-05-17T12:20:00Z	C	28.092	1747484400
2025-05-17T12:30:00Z	C	28.592	1747485000
2025-05-17T12:40:00Z	C	29.091	1747485600
2025-05-17T12:50:00Z	C	28.592	1747486200
2025-05-17T13:00:00Z	C	28.592	1747486800
2025-05-17T13:10:00Z	C	28.092	1747487400
2025-05-17T13:20:00Z	C	28.592	1747488000
2025-05-17T13:30:00Z	C	28.592	1747488600
2025-05-17T13:40:00Z	C	28.592	1747489200
2025-05-17T13:50:00Z	C	29.091	1747489800
2025-05-17T14:00:00Z	C	29.591	1747490400
2025-05-17T14:10:00Z	C	29.591	1747491000
2025-05-17T14:20:00Z	C	29.591	1747491600
2025-05-17T14:30:00Z	C	29.091	1747492200
2025-05-17T14:40:00Z	C	29.591	1747492800
2025-05-17T14:50:00Z	C	29.591	1747493400
2025-05-17T15:00:00Z	C	29.591	1747494000
2025-05-17T15:10:00Z	C	29.091	1747494600
2025-05-17T15:20:00Z	C	29.591	1747495200
2025-05-17T15:30:00Z	C	29.591	1747495800
2025-05-17T15:40:00Z	C	29.591	1747496400
2025-05-17T15:50:00Z	C	29.591	1747497000
2025-05-17T16:00:00Z	C	29.591	1747497600
2025-05-17T16:10:00Z	C	29.591	1747498200
