No.s	Time	T1	Unit
1000	22:35:40	4.3	C
1001	22:35:55	4.3	C
1002	22:36:10	4.4	C
1003	22:36:25	4.3	C
1004	22:36:40	4.4	C
1005	22:36:55	4.4	C
1006	22:37:10	4.3	C
1007	22:37:25	4.3	C
1008	22:37:40	4.3	C
1009	22:37:55	4.3	C
1010	22:38:10	4.3	C
1011	22:38:25	4.3	C
1012	22:38:40	4.3	C
1013	22:38:55	4.3	C
1014	22:39:10	4.4	C
1015	22:39:25	4.3	C
1016	22:39:40	4.3	C
1017	22:39:55	4.3	C
1018	22:40:10	4.3	C
1019	22:40:25	4.3	C
1020	22:40:40	4.3	C
1021	22:40:55	4.3	C
1022	22:41:10	4.3	C
1023	22:41:25	4.3	C
1024	22:41:40	4.3	C
1025	22:41:55	4.3	C
1026	22:42:10	4.3	C
1027	22:42:25	4.3	C
1028	22:42:40	4.3	C
1029	22:42:55	4.3	C
1030	22:43:10	4.3	C
1031	22:43:25	4.3	C
1032	22:43:40	4.3	C
1033	22:43:55	4.4	C
1034	22:44:10	4.3	C
1035	22:44:25	4.3	C
1036	22:44:40	4.3	C
1037	22:44:55	4.3	C
1038	22:45:10	4.3	C
1039	22:45:25	4.4	C
1040	22:45:40	4.3	C
1041	22:45:55	4.3	C
1042	22:46:10	4.3	C
1043	22:46:25	4.3	C
1044	22:46:40	4.3	C
1045	22:46:55	4.3	C
1046	22:47:10	4.3	C
1047	22:47:25	4.4	C
1048	22:47:40	4.3	C
1049	22:47:55	4.3	C
1050	22:48:10	4.3	C
1051	22:48:25	4.3	C
1052	22:48:40	4.3	C
1053	22:48:55	4.3	C
1054	22:49:10	4.3	C
1055	22:49:25	4.3	C
1056	22:49:40	4.3	C
1057	22:49:55	4.3	C
1058	22:50:10	4.4	C
1059	22:50:25	4.3	C
1060	22:50:40	4.3	C
1061	22:50:55	4.3	C
1062	22:51:10	4.3	C
1063	22:51:25	4.3	C
1064	22:51:40	4.3	C
1065	22:51:55	4.3	C
1066	22:52:10	4.3	C
1067	22:52:25	4.3	C
1068	22:52:40	4.3	C
1069	22:52:55	4.3	C
1070	22:53:10	4.3	C
1071	22:53:25	4.3	C
1072	22:53:40	4.4	C
1073	22:53:55	4.4	C
1074	22:54:10	4.4	C
1075	22:54:25	4.4	C
1076	22:54:40	4.4	C
1077	22:54:55	4.4	C
1078	22:55:10	4.4	C
1079	22:55:25	4.3	C
1080	22:55:40	4.4	C
1081	22:55:55	4.4	C
1082	22:56:10	4.3	C
1083	22:56:25	4.4	C
1084	22:56:40	4.3	C
1085	22:56:55	4.3	C
1086	22:57:10	4.4	C
1087	22:57:25	4.3	C
1088	22:57:40	4.3	C
1089	22:57:55	4.4	C
1090	22:58:10	4.3	C
1091	22:58:25	4.3	C
1092	22:58:40	4.4	C
1093	22:58:55	4.3	C
1094	22:59:10	4.3	C
1095	22:59:25	4.3	C
1096	22:59:40	4.3	C
1097	22:59:55	4.4	C
1098	23:00:10	4.3	C
1099	23:00:25	4.3	C
1100	23:00:40	4.3	C
1101	23:00:55	4.3	C
1102	23:01:10	4.3	C
1103	23:01:25	4.3	C
1104	23:01:40	4.3	C
1105	23:01:55	4.4	C
1106	23:02:10	4.4	C
1107	23:02:25	4.4	C
1108	23:02:40	4.4	C
1109	23:02:55	4.4	C
1110	23:03:10	4.4	C
1111	23:03:25	4.4	C
1112	23:03:40	4.4	C
1113	23:03:55	4.4	C
1114	23:04:10	4.4	C
1115	23:04:25	4.3	C
1116	23:04:40	4.3	C
1117	23:04:55	4.3	C
1118	23:05:10	4.3	C
1119	23:05:25	4.3	C
1120	23:05:40	4.4	C
1121	23:05:55	4.4	C
1122	23:06:10	4.4	C
1123	23:06:25	4.4	C
1124	23:06:40	4.4	C
1125	23:06:55	4.4	C
1126	23:07:10	4.4	C
1127	23:07:25	4.4	C
1128	23:07:40	4.4	C
1129	23:07:55	4.3	C
1130	23:08:10	4.4	C
1131	23:08:25	4.4	C
1132	23:08:40	4.3	C
1133	23:08:55	4.3	C
1134	23:09:10	4.3	C
1135	23:09:25	4.3	C
1136	23:09:40	4.4	C
1137	23:09:55	4.4	C
1138	23:10:10	4.4	C
1139	23:10:25	4.4	C
1140	23:10:40	4.4	C
1141	23:10:55	4.4	C
1142	23:11:10	4.4	C
1143	23:11:25	4.4	C
1144	23:11:40	4.4	C
1145	23:11:55	4.4	C
1146	23:12:10	4.4	C
1147	23:12:25	4.4	C
1148	23:12:40	4.4	C
1149	23:12:55	4.4	C
1150	23:13:10	4.4	C
1151	23:13:25	4.4	C
1152	23:13:40	4.4	C
1153	23:13:55	4.4	C
1154	23:14:10	4.4	C
1155	23:14:25	4.4	C
1156	23:14:40	4.4	C
1157	23:14:55	4.4	C
1158	23:15:10	4.4	C
1159	23:15:25	4.4	C
1160	23:15:40	4.4	C
1161	23:15:55	4.4	C
1162	23:16:10	4.4	C
1163	23:16:25	4.4	C
1164	23:16:40	4.4	C
1165	23:16:55	4.3	C
1166	23:17:10	4.3	C
1167	23:17:25	4.3	C
1168	23:17:40	4.4	C
1169	23:17:55	4.4	C
1170	23:18:10	4.4	C
1171	23:18:25	4.4	C
1172	23:18:40	4.4	C
1173	23:18:55	4.4	C
1174	23:19:10	4.4	C
1175	23:19:25	4.4	C
1176	23:19:40	4.3	C
1177	23:19:55	4.3	C
1178	23:20:10	4.3	C
1179	23:20:25	4.3	C
1180	23:20:40	4.4	C
1181	23:20:55	4.3	C
1182	23:21:10	4.3	C
1183	23:21:25	4.3	C
1184	23:21:40	4.3	C
1185	23:21:55	4.3	C
1186	23:22:10	4.2	C
1187	23:22:25	4.3	C
1188	23:22:40	4.3	C
1189	23:22:55	4.2	C
1190	23:23:10	4.3	C
1191	23:23:25	4.3	C
1192	23:23:40	4.2	C
1193	23:23:55	4.2	C
1194	23:24:10	4.2	C
1195	23:24:25	4.2	C
1196	23:24:40	4.2	C
1197	23:24:55	4.2	C
1198	23:25:10	4.2	C
1199	23:25:25	4.2	C
1200	23:25:40	4.2	C
1201	23:25:55	4.2	C
1202	23:26:10	4.2	C
1203	23:26:25	4.2	C
1204	23:26:40	4.2	C
1205	23:26:55	4.1	C
1206	23:27:10	4.2	C
1207	23:27:25	4.2	C
1208	23:27:40	4.2	C
1209	23:27:55	4.2	C
1210	23:28:10	4.2	C
1211	23:28:25	4.2	C
1212	23:28:40	4.1	C
1213	23:28:55	4.1	C
1214	23:29:10	4.2	C
1215	23:29:25	4.2	C
1216	23:29:40	4.1	C
1217	23:29:55	4.1	C
1218	23:30:10	4.1	C
1219	23:30:25	4.1	C
1220	23:30:40	4.2	C
1221	23:30:55	4.2	C
1222	23:31:10	4.2	C
1223	23:31:25	4.2	C
1224	23:31:40	4.1	C
1225	23:31:55	4.1	C
1226	23:32:10	4.1	C
1227	23:32:25	4.1	C
1228	23:32:40	4.1	C
1229	23:32:55	4.1	C
1230	23:33:10	4.1	C
1231	23:33:25	4.1	C
1232	23:33:40	4.1	C
1233	23:33:55	4.1	C
1234	23:34:10	4.1	C
1235	23:34:25	4.1	C
1236	23:34:40	4.1	C
1237	23:34:55	4.1	C
1238	23:35:10	4.1	C
1239	23:35:25	4.1	C
1240	23:35:40	4.1	C
1241	23:35:55	4.1	C
1242	23:36:10	4.2	C
1243	23:36:25	4.1	C
1244	23:36:40	4.1	C
1245	23:36:55	4.1	C
1246	23:37:10	4.1	C
1247	23:37:25	4.1	C
1248	23:37:40	4.1	C
1249	23:37:55	4.1	C
1250	23:38:10	4.1	C
1251	23:38:25	4.1	C
1252	23:38:40	4.1	C
1253	23:38:55	4.2	C
1254	23:39:10	4.1	C
1255	23:39:25	4.2	C
1256	23:39:40	4.1	C
1257	23:39:55	4.1	C
1258	23:40:10	4.1	C
1259	23:40:25	4.1	C
1260	23:40:40	4.1	C
1261	23:40:55	4.1	C
1262	23:41:10	4.1	C
1263	23:41:25	4.1	C
1264	23:41:40	4.2	C
1265	23:41:55	4.1	C
1266	23:42:10	4.1	C
1267	23:42:25	4.1	C
1268	23:42:40	4.1	C
1269	23:42:55	4.1	C
1270	23:43:10	4.1	C
1271	23:43:25	4	C
1272	23:43:40	4.1	C
1273	23:43:55	4.1	C
1274	23:44:10	4.1	C
1275	23:44:25	4.1	C
1276	23:44:40	4.2	C
1277	23:44:55	4.1	C
1278	23:45:10	4.2	C
1279	23:45:25	4.1	C
1280	23:45:40	4.1	C
1281	23:45:55	4.1	C
1282	23:46:10	4.2	C
1283	23:46:25	4.2	C
1284	23:46:40	4.1	C
1285	23:46:55	4.1	C
1286	23:47:10	4.1	C
1287	23:47:25	4.1	C
1288	23:47:40	4.1	C
1289	23:47:55	4.1	C
1290	23:48:10	4.1	C
1291	23:48:25	4.1	C
1292	23:48:40	4.1	C
1293	23:48:55	4.1	C
1294	23:49:10	4.1	C
1295	23:49:25	4.2	C
1296	23:49:40	4.1	C
1297	23:49:55	4.1	C
1298	23:50:10	4.1	C
1299	23:50:25	4.1	C
1300	23:50:40	4.1	C
1301	23:50:55	4.2	C
1302	23:51:10	4.2	C
1303	23:51:25	4.2	C
1304	23:51:40	4.1	C
1305	23:51:55	4.1	C
1306	23:52:10	4.1	C
1307	23:52:25	4.1	C
1308	23:52:40	4.1	C
1309	23:52:55	4.1	C
1310	23:53:10	4.1	C
1311	23:53:25	4.1	C
1312	23:53:40	4.1	C
1313	23:53:55	4.1	C
1314	23:54:10	4.1	C
1315	23:54:25	4.2	C
1316	23:54:40	4.1	C
1317	23:54:55	4.1	C
1318	23:55:10	4.2	C
1319	23:55:25	4.2	C
1320	23:55:40	4.2	C
1321	23:55:55	4.1	C
1322	23:56:10	4.2	C
1323	23:56:25	4.2	C
1324	23:56:40	4.1	C
1325	23:56:55	4.2	C
1326	23:57:10	4.1	C
1327	23:57:25	4.2	C
1328	23:57:40	4.2	C
1329	23:57:55	4.2	C
1330	23:58:10	4.1	C
1331	23:58:25	4.1	C
1332	23:58:40	4.1	C
1333	23:58:55	4.1	C
1334	23:59:10	4.1	C
1335	23:59:25	4.2	C
1336	23:59:40	4.2	C
1337	23:59:55	4.1	C
1338	0:00:10	4.2	C
1339	0:00:25	4.2	C
1340	0:00:40	4.2	C
1341	0:00:55	4.2	C
1342	0:01:10	4.2	C
1343	0:01:25	4.2	C
1344	0:01:40	4.2	C
1345	0:01:55	4.2	C
1346	0:02:10	4.2	C
1347	0:02:25	4.2	C
1348	0:02:40	4.1	C
1349	0:02:55	4.1	C
1350	0:03:10	4.1	C
1351	0:03:25	4.1	C
1352	0:03:40	4.2	C
1353	0:03:55	4.2	C
1354	0:04:10	4.1	C
1355	0:04:25	4.2	C
1356	0:04:40	4.2	C
1357	0:04:55	4.1	C
1358	0:05:10	4.1	C
1359	0:05:25	4.2	C
1360	0:05:40	4.2	C
1361	0:05:55	4.2	C
1362	0:06:10	4.2	C
1363	0:06:25	4.1	C
1364	0:06:40	4.2	C
1365	0:06:55	4.2	C
1366	0:07:10	4.2	C
1367	0:07:25	4.2	C
1368	0:07:40	4.1	C
1369	0:07:55	4.1	C
1370	0:08:10	4.1	C
1371	0:08:25	4.1	C
1372	0:08:40	4.1	C
1373	0:08:55	4.2	C
1374	0:09:10	4.2	C
1375	0:09:25	4.2	C
1376	0:09:40	4.2	C
1377	0:09:55	4.2	C
1378	0:10:10	4.2	C
1379	0:10:25	4.2	C
1380	0:10:40	4.2	C
1381	0:10:55	4.2	C
1382	0:11:10	4.2	C
1383	0:11:25	4.2	C
1384	0:11:40	4.2	C
1385	0:11:55	4.2	C
1386	0:12:10	4.2	C
1387	0:12:25	4.2	C
1388	0:12:40	4.2	C
1389	0:12:55	4.2	C
1390	0:13:10	4.2	C
1391	0:13:25	4.2	C
1392	0:13:40	4.2	C
1393	0:13:55	4.2	C
1394	0:14:10	4.2	C
1395	0:14:25	4.2	C
1396	0:14:40	4.2	C
1397	0:14:55	4.2	C
1398	0:15:10	4.1	C
1399	0:15:25	4.1	C
1400	0:15:40	4.1	C
1401	0:15:55	4.1	C
1402	0:16:10	4.1	C
1403	0:16:25	4.1	C
1404	0:16:40	4.1	C
1405	0:16:55	4.2	C
1406	0:17:10	4.1	C
1407	0:17:25	4.1	C
1408	0:17:40	4.1	C
1409	0:17:55	4.1	C
1410	0:18:10	4.1	C
1411	0:18:25	4.1	C
1412	0:18:40	4.1	C
1413	0:18:55	4.1	C
1414	0:19:10	4.1	C
1415	0:19:25	4.1	C
1416	0:19:40	4.1	C
1417	0:19:55	4.1	C
1418	0:20:10	4.1	C
1419	0:20:25	4.1	C
1420	0:20:40	4.1	C
1421	0:20:55	4.1	C
1422	0:21:10	4	C
1423	0:21:25	4.1	C
1424	0:21:40	4	C
1425	0:21:55	4	C
1426	0:22:10	4	C
1427	0:22:25	4	C
1428	0:22:40	4	C
1429	0:22:55	4	C
1430	0:23:10	4	C
1431	0:23:25	3.9	C
1432	0:23:40	4	C
1433	0:23:55	3.9	C
1434	0:24:10	3.9	C
1435	0:24:25	4	C
1436	0:24:40	4	C
1437	0:24:55	4	C
1438	0:25:10	4	C
1439	0:25:25	3.9	C
1440	0:25:40	4	C
1441	0:25:55	3.9	C
1442	0:26:10	4	C
1443	0:26:25	3.9	C
1444	0:26:40	4	C
1445	0:26:55	4	C
1446	0:27:10	3.9	C
1447	0:27:25	3.9	C
1448	0:27:40	3.9	C
1449	0:27:55	3.9	C
1450	0:28:10	3.9	C
1451	0:28:25	3.9	C
1452	0:28:40	3.9	C
1453	0:28:55	3.9	C
1454	0:29:10	3.9	C
1455	0:29:25	3.9	C
1456	0:29:40	3.9	C
1457	0:29:55	3.9	C
1458	0:30:10	3.9	C
1459	0:30:25	3.9	C
1460	0:30:40	3.9	C
1461	0:30:55	3.9	C
1462	0:31:10	3.8	C
1463	0:31:25	3.9	C
1464	0:31:40	3.9	C
1465	0:31:55	3.9	C
1466	0:32:10	3.9	C
1467	0:32:25	3.9	C
1468	0:32:40	3.9	C
1469	0:32:55	3.9	C
1470	0:33:10	3.9	C
1471	0:33:25	3.9	C
1472	0:33:40	3.9	C
1473	0:33:55	3.8	C
1474	0:34:10	3.9	C
1475	0:34:25	3.9	C
1476	0:34:40	3.8	C
1477	0:34:55	3.8	C
1478	0:35:10	3.8	C
1479	0:35:25	3.8	C
1480	0:35:40	3.8	C
1481	0:35:55	3.8	C
1482	0:36:10	3.8	C
1483	0:36:25	3.8	C
1484	0:36:40	3.8	C
1485	0:36:55	3.8	C
1486	0:37:10	3.8	C
1487	0:37:25	3.8	C
1488	0:37:40	3.8	C
1489	0:37:55	3.8	C
1490	0:38:10	3.8	C
1491	0:38:25	3.8	C
1492	0:38:40	3.8	C
1493	0:38:55	3.8	C
1494	0:39:10	3.8	C
1495	0:39:25	3.8	C
1496	0:39:40	3.8	C
1497	0:39:55	3.8	C
1498	0:40:10	3.7	C
1499	0:40:25	3.8	C
1500	0:40:40	3.8	C
1501	0:40:55	3.8	C
1502	0:41:10	3.8	C
1503	0:41:25	3.8	C
1504	0:41:40	3.8	C
1505	0:41:55	3.7	C
1506	0:42:10	3.7	C
1507	0:42:25	3.7	C
1508	0:42:40	3.7	C
1509	0:42:55	3.8	C
1510	0:43:10	3.8	C
1511	0:43:25	3.8	C
1512	0:43:40	3.8	C
1513	0:43:55	3.8	C
1514	0:44:10	3.8	C
1515	0:44:25	3.7	C
1516	0:44:40	3.7	C
1517	0:44:55	3.8	C
1518	0:45:10	3.7	C
1519	0:45:25	3.7	C
1520	0:45:40	3.7	C
1521	0:45:55	3.8	C
1522	0:46:10	3.8	C
1523	0:46:25	3.8	C
1524	0:46:40	3.8	C
1525	0:46:55	3.8	C
1526	0:47:10	3.8	C
1527	0:47:25	3.8	C
1528	0:47:40	3.8	C
1529	0:47:55	3.8	C
1530	0:48:10	3.8	C
1531	0:48:25	3.8	C
1532	0:48:40	3.8	C
1533	0:48:55	3.8	C
1534	0:49:10	3.8	C
1535	0:49:25	3.8	C
1536	0:49:40	3.8	C
1537	0:49:55	3.8	C
1538	0:50:10	3.8	C
1539	0:50:25	3.8	C
1540	0:50:40	3.8	C
1541	0:50:55	3.8	C
1542	0:51:10	3.8	C
1543	0:51:25	3.8	C
1544	0:51:40	3.8	C
1545	0:51:55	3.8	C
1546	0:52:10	3.8	C
1547	0:52:25	3.8	C
1548	0:52:40	3.8	C
1549	0:52:55	3.8	C
1550	0:53:10	3.8	C
1551	0:53:25	3.8	C
1552	0:53:40	3.8	C
1553	0:53:55	3.8	C
1554	0:54:10	3.8	C
1555	0:54:25	3.9	C
1556	0:54:40	3.9	C
1557	0:54:55	3.9	C
1558	0:55:10	3.9	C
1559	0:55:25	3.9	C
1560	0:55:40	3.8	C
1561	0:55:55	3.8	C
1562	0:56:10	3.9	C
1563	0:56:25	3.9	C
1564	0:56:40	3.9	C
1565	0:56:55	3.9	C
1566	0:57:10	3.9	C
1567	0:57:25	3.9	C
1568	0:57:40	3.8	C
1569	0:57:55	3.9	C
1570	0:58:10	3.9	C
1571	0:58:25	3.8	C
1572	0:58:40	3.8	C
1573	0:58:55	3.9	C
1574	0:59:10	3.8	C
1575	0:59:25	3.9	C
1576	0:59:40	3.8	C
1577	0:59:55	3.9	C
1578	1:00:10	3.9	C
1579	1:00:25	3.9	C
1580	1:00:40	3.9	C
1581	1:00:55	3.9	C
1582	1:01:10	3.9	C
1583	1:01:25	3.9	C
1584	1:01:40	3.9	C
1585	1:01:55	3.9	C
1586	1:02:10	3.9	C
1587	1:02:25	3.9	C
1588	1:02:40	3.9	C
1589	1:02:55	3.8	C
1590	1:03:10	3.9	C
1591	1:03:25	3.9	C
1592	1:03:40	3.9	C
1593	1:03:55	3.9	C
1594	1:04:10	3.8	C
1595	1:04:25	3.8	C
1596	1:04:40	3.9	C
1597	1:04:55	3.9	C
1598	1:05:10	3.9	C
1599	1:05:25	3.9	C
1600	1:05:40	3.9	C
1601	1:05:55	3.9	C
1602	1:06:10	4	C
1603	1:06:25	3.9	C
1604	1:06:40	3.9	C
1605	1:06:55	3.9	C
1606	1:07:10	3.9	C
1607	1:07:25	3.9	C
1608	1:07:40	4	C
1609	1:07:55	4	C
1610	1:08:10	3.9	C
1611	1:08:25	3.9	C
1612	1:08:40	4	C
1613	1:08:55	3.9	C
1614	1:09:10	3.9	C
1615	1:09:25	3.9	C
1616	1:09:40	3.9	C
1617	1:09:55	3.9	C
1618	1:10:10	3.9	C
1619	1:10:25	3.9	C
1620	1:10:40	4	C
1621	1:10:55	4	C
1622	1:11:10	4	C
1623	1:11:25	4	C
1624	1:11:40	3.9	C
1625	1:11:55	3.9	C
1626	1:12:10	4	C
1627	1:12:25	3.9	C
1628	1:12:40	3.9	C
1629	1:12:55	3.9	C
1630	1:13:10	3.9	C
1631	1:13:25	3.9	C
1632	1:13:40	3.9	C
1633	1:13:55	3.9	C
1634	1:14:10	3.9	C
1635	1:14:25	3.9	C
1636	1:14:40	3.9	C
1637	1:14:55	3.9	C
1638	1:15:10	3.9	C
1639	1:15:25	3.9	C
1640	1:15:40	3.9	C
1641	1:15:55	3.9	C
1642	1:16:10	3.9	C
1643	1:16:25	3.9	C
1644	1:16:40	3.8	C
1645	1:16:55	3.8	C
1646	1:17:10	3.8	C
1647	1:17:25	3.8	C
1648	1:17:40	3.8	C
1649	1:17:55	3.8	C
1650	1:18:10	3.9	C
1651	1:18:25	3.8	C
1652	1:18:40	3.8	C
1653	1:18:55	3.8	C
1654	1:19:10	3.8	C
1655	1:19:25	3.8	C
1656	1:19:40	3.8	C
1657	1:19:55	3.8	C
1658	1:20:10	3.8	C
1659	1:20:25	3.8	C
1660	1:20:40	3.8	C
1661	1:20:55	3.8	C
1662	1:21:10	3.8	C
1663	1:21:25	3.8	C
1664	1:21:40	3.8	C
1665	1:21:55	3.8	C
1666	1:22:10	3.8	C
1667	1:22:25	3.8	C
1668	1:22:40	3.8	C
1669	1:22:55	3.8	C
1670	1:23:10	3.8	C
1671	1:23:25	3.8	C
1672	1:23:40	3.8	C
1673	1:23:55	3.8	C
1674	1:24:10	3.7	C
1675	1:24:25	3.8	C
1676	1:24:40	3.7	C
1677	1:24:55	3.8	C
1678	1:25:10	3.8	C
1679	1:25:25	3.8	C
1680	1:25:40	3.8	C
1681	1:25:55	3.8	C
1682	1:26:10	3.7	C
1683	1:26:25	3.8	C
1684	1:26:40	3.7	C
1685	1:26:55	3.7	C
1686	1:27:10	3.7	C
1687	1:27:25	3.7	C
1688	1:27:40	3.7	C
1689	1:27:55	3.7	C
1690	1:28:10	3.7	C
1691	1:28:25	3.8	C
1692	1:28:40	3.7	C
1693	1:28:55	3.7	C
1694	1:29:10	3.7	C
1695	1:29:25	3.7	C
1696	1:29:40	3.7	C
1697	1:29:55	3.7	C
1698	1:30:10	3.7	C
1699	1:30:25	3.7	C
1700	1:30:40	3.7	C
1701	1:30:55	3.7	C
1702	1:31:10	3.7	C
1703	1:31:25	3.7	C
1704	1:31:40	3.7	C
1705	1:31:55	3.7	C
1706	1:32:10	3.7	C
1707	1:32:25	3.7	C
1708	1:32:40	3.7	C
1709	1:32:55	3.7	C
1710	1:33:10	3.7	C
1711	1:33:25	3.7	C
1712	1:33:40	3.6	C
1713	1:33:55	3.7	C
1714	1:34:10	3.7	C
1715	1:34:25	3.7	C
1716	1:34:40	3.6	C
1717	1:34:55	3.6	C
1718	1:35:10	3.6	C
1719	1:35:25	3.7	C
1720	1:35:40	3.6	C
1721	1:35:55	3.7	C
1722	1:36:10	3.6	C
1723	1:36:25	3.7	C
1724	1:36:40	3.6	C
1725	1:36:55	3.7	C
1726	1:37:10	3.6	C
1727	1:37:25	3.6	C
1728	1:37:40	3.6	C
1729	1:37:55	3.7	C
1730	1:38:10	3.7	C
1731	1:38:25	3.7	C
1732	1:38:40	3.7	C
1733	1:38:55	3.7	C
1734	1:39:10	3.7	C
1735	1:39:25	3.7	C
1736	1:39:40	3.7	C
1737	1:39:55	3.7	C
1738	1:40:10	3.6	C
1739	1:40:25	3.7	C
1740	1:40:40	3.7	C
1741	1:40:55	3.7	C
1742	1:41:10	3.7	C
1743	1:41:25	3.7	C
1744	1:41:40	3.7	C
1745	1:41:55	3.7	C
1746	1:42:10	3.7	C
1747	1:42:25	3.7	C
1748	1:42:40	3.7	C
1749	1:42:55	3.7	C
1750	1:43:10	3.7	C
1751	1:43:25	3.7	C
1752	1:43:40	3.7	C
1753	1:43:55	3.7	C
1754	1:44:10	3.7	C
1755	1:44:25	3.7	C
1756	1:44:40	3.7	C
1757	1:44:55	3.7	C
1758	1:45:10	3.7	C
1759	1:45:25	3.7	C
1760	1:45:40	3.7	C
1761	1:45:55	3.7	C
1762	1:46:10	3.7	C
1763	1:46:25	3.7	C
1764	1:46:40	3.7	C
1765	1:46:55	3.7	C
1766	1:47:10	3.7	C
1767	1:47:25	3.7	C
1768	1:47:40	3.7	C
1769	1:47:55	3.7	C
1770	1:48:10	3.7	C
1771	1:48:25	3.7	C
1772	1:48:40	3.7	C
1773	1:48:55	3.7	C
1774	1:49:10	3.7	C
1775	1:49:25	3.7	C
1776	1:49:40	3.7	C
1777	1:49:55	3.7	C
1778	1:50:10	3.7	C
1779	1:50:25	3.7	C
1780	1:50:40	3.7	C
1781	1:50:55	3.7	C
1782	1:51:10	3.7	C
1783	1:51:25	3.7	C
1784	1:51:40	3.7	C
1785	1:51:55	3.7	C
1786	1:52:10	3.7	C
1787	1:52:25	3.7	C
1788	1:52:40	3.7	C
1789	1:52:55	3.7	C
1790	1:53:10	3.7	C
1791	1:53:25	3.7	C
1792	1:53:40	3.7	C
1793	1:53:55	3.7	C
1794	1:54:10	3.7	C
1795	1:54:25	3.7	C
1796	1:54:40	3.7	C
1797	1:54:55	3.7	C
1798	1:55:10	3.7	C
1799	1:55:25	3.7	C
1800	1:55:40	3.7	C
1801	1:55:55	3.7	C
1802	1:56:10	3.7	C
1803	1:56:25	3.7	C
1804	1:56:40	3.7	C
1805	1:56:55	3.7	C
1806	1:57:10	3.7	C
1807	1:57:25	3.8	C
1808	1:57:40	3.7	C
1809	1:57:55	3.8	C
1810	1:58:10	3.8	C
1811	1:58:25	3.8	C
1812	1:58:40	3.8	C
1813	1:58:55	3.8	C
1814	1:59:10	3.8	C
1815	1:59:25	3.8	C
1816	1:59:40	3.8	C
1817	1:59:55	3.8	C
1818	2:00:10	3.8	C
1819	2:00:25	3.8	C
1820	2:00:40	3.8	C
1821	2:00:55	3.8	C
1822	2:01:10	3.8	C
1823	2:01:25	3.8	C
1824	2:01:40	3.8	C
1825	2:01:55	3.8	C
1826	2:02:10	3.8	C
1827	2:02:25	3.8	C
1828	2:02:40	3.8	C
1829	2:02:55	3.8	C
1830	2:03:10	3.8	C
1831	2:03:25	3.8	C
1832	2:03:40	3.8	C
1833	2:03:55	3.8	C
1834	2:04:10	3.8	C
1835	2:04:25	3.8	C
1836	2:04:40	3.8	C
1837	2:04:55	3.8	C
1838	2:05:10	3.8	C
1839	2:05:25	3.8	C
1840	2:05:40	3.9	C
1841	2:05:55	3.9	C
1842	2:06:10	3.9	C
1843	2:06:25	3.9	C
1844	2:06:40	3.9	C
1845	2:06:55	3.9	C
1846	2:07:10	3.8	C
1847	2:07:25	3.9	C
1848	2:07:40	3.9	C
1849	2:07:55	3.9	C
1850	2:08:10	3.8	C
1851	2:08:25	3.8	C
1852	2:08:40	3.8	C
1853	2:08:55	3.9	C
1854	2:09:10	3.9	C
1855	2:09:25	3.9	C
1856	2:09:40	3.9	C
1857	2:09:55	3.9	C
1858	2:10:10	3.9	C
1859	2:10:25	3.8	C
1860	2:10:40	3.8	C
1861	2:10:55	3.8	C
1862	2:11:10	3.8	C
1863	2:11:25	3.9	C
1864	2:11:40	3.8	C
1865	2:11:55	3.8	C
1866	2:12:10	3.8	C
1867	2:12:25	3.8	C
1868	2:12:40	3.8	C
1869	2:12:55	3.8	C
1870	2:13:10	3.8	C
1871	2:13:25	3.8	C
1872	2:13:40	3.8	C
1873	2:13:55	3.8	C
1874	2:14:10	3.7	C
1875	2:14:25	3.8	C
1876	2:14:40	3.7	C
1877	2:14:55	3.7	C
1878	2:15:10	3.7	C
1879	2:15:25	3.7	C
1880	2:15:40	3.7	C
1881	2:15:55	3.7	C
1882	2:16:10	3.7	C
1883	2:16:25	3.7	C
1884	2:16:40	3.7	C
1885	2:16:55	3.7	C
1886	2:17:10	3.7	C
1887	2:17:25	3.7	C
1888	2:17:40	3.7	C
1889	2:17:55	3.7	C
1890	2:18:10	3.7	C
1891	2:18:25	3.7	C
1892	2:18:40	3.7	C
1893	2:18:55	3.7	C
1894	2:19:10	3.7	C
1895	2:19:25	3.7	C
1896	2:19:40	3.7	C
1897	2:19:55	3.7	C
1898	2:20:10	3.6	C
1899	2:20:25	3.7	C
1900	2:20:40	3.6	C
1901	2:20:55	3.6	C
1902	2:21:10	3.6	C
1903	2:21:25	3.6	C
1904	2:21:40	3.6	C
1905	2:21:55	3.6	C
1906	2:22:10	3.6	C
1907	2:22:25	3.6	C
1908	2:22:40	3.6	C
1909	2:22:55	3.6	C
1910	2:23:10	3.6	C
1911	2:23:25	3.6	C
1912	2:23:40	3.6	C
1913	2:23:55	3.6	C
1914	2:24:10	3.6	C
1915	2:24:25	3.7	C
1916	2:24:40	3.7	C
1917	2:24:55	3.6	C
1918	2:25:10	3.6	C
1919	2:25:25	3.7	C
1920	2:25:40	3.7	C
1921	2:25:55	3.6	C
1922	2:26:10	3.6	C
1923	2:26:25	3.6	C
1924	2:26:40	3.6	C
1925	2:26:55	3.6	C
1926	2:27:10	3.6	C
1927	2:27:25	3.6	C
1928	2:27:40	3.6	C
1929	2:27:55	3.6	C
1930	2:28:10	3.6	C
1931	2:28:25	3.6	C
1932	2:28:40	3.6	C
1933	2:28:55	3.6	C
1934	2:29:10	3.6	C
1935	2:29:25	3.6	C
