id	Experiment_Day	Temperature
MST60149	23.384733796296295	31.5
MST60149	23.39167824074074	31.5
MST60149	23.398622685185185	31.5
MST60149	23.40556712962963	31.5
MST60149	23.412511574074074	31.5
MST60149	23.419456018518517	31.5
MST60149	23.426400462962963	32
MST60149	23.433344907407406	32
MST60149	23.440289351851852	32
MST60149	23.447233796296295	32
MST60149	23.45417824074074	32
MST60149	23.461122685185185	32
MST60149	23.46806712962963	32
MST60149	23.475011574074074	32
MST60149	23.481956018518517	32.5
MST60149	23.488900462962963	32
MST60149	23.495844907407406	32.5
MST60149	23.502789351851852	32.5
MST60149	23.509733796296295	32.5
MST60149	23.51667824074074	32.5
MST60149	23.523622685185185	32
MST60149	23.53056712962963	31.5
MST60149	23.537511574074074	31.5
MST60149	23.544456018518517	31.5
MST60149	23.551400462962963	31.5
MST60149	23.558344907407406	31.5
MST60149	23.565289351851852	31.5
MST60149	23.572233796296295	31.5
MST60149	23.57917824074074	31.5
MST60149	23.586122685185185	31
MST60149	23.59306712962963	31
MST60149	23.600011574074074	31
MST60149	23.606956018518517	31
MST60149	23.613900462962963	31.5
MST60149	23.620844907407406	31
MST60149	23.627789351851852	31
MST60149	23.634733796296295	31.5
MST60149	23.64167824074074	31.5
MST60149	23.648622685185185	32
MST60149	23.65556712962963	31.5
MST60149	23.662511574074074	31.5
MST60149	23.669456018518517	31
MST60149	23.676400462962963	31
MST60149	23.683344907407406	31
MST60149	23.690289351851852	31.5
MST60149	23.697233796296295	31.5
MST60149	23.70417824074074	31.5
MST60149	23.711122685185185	31.5
MST60149	23.71806712962963	31.5
MST60149	23.725011574074074	31.5
MST60149	23.731956018518517	31.5
MST60149	23.738900462962963	31
MST60149	23.745844907407406	31
MST60149	23.752789351851852	31
MST60149	23.759733796296295	31
MST60149	23.76667824074074	31
MST60149	23.773622685185185	31
MST60149	23.78056712962963	31
MST60149	23.787511574074074	31.5
MST60149	23.794456018518517	31.5
MST60149	23.801400462962963	31
MST60149	23.808344907407406	31.5
MST60149	23.815289351851852	31.5
MST60149	23.822233796296295	31.5
MST60149	23.82917824074074	31.5
MST60149	23.836122685185185	31
MST60149	23.84306712962963	31
MST60149	23.850011574074074	31.5
MST60149	23.856956018518517	31.5
MST60149	23.863900462962963	31.5
MST60149	23.870844907407406	31.5
MST60149	23.877789351851852	31
MST60149	23.884733796296295	31.5
MST60149	23.89167824074074	31.5
MST60149	23.898622685185185	31.5
MST60149	23.90556712962963	31.5
MST60149	23.912511574074074	31
MST60149	23.919456018518517	31
MST60149	23.926400462962963	30
MST60149	23.933344907407406	29.5
MST60149	23.940289351851852	29
MST60149	23.947233796296295	29
MST60149	23.95417824074074	28.5
MST60149	23.961122685185185	28.5
MST60149	23.96806712962963	28
MST60149	23.975011574074074	28
MST60149	23.981956018518517	28.5
MST60149	23.988900462962963	29
MST60149	23.995844907407406	29.5
MST60149	24.002789351851852	30.5
MST60149	24.009733796296295	31
MST60149	24.01667824074074	32.5
MST60149	24.023622685185185	31
MST60149	24.03056712962963	30.5
MST60149	24.037511574074074	31
MST60149	24.044456018518517	32
MST60149	24.051400462962963	30.5
MST60149	24.058344907407406	30.5
MST60149	24.065289351851852	30.5
MST60149	24.072233796296295	30.5
MST60149	24.07917824074074	31
MST60149	24.086122685185185	30
MST60149	24.09306712962963	31
MST60149	24.100011574074074	30.5
MST60149	24.106956018518517	30.5
MST60149	24.113900462962963	30
MST60149	24.120844907407406	31.5
MST60149	24.127789351851852	32
MST60149	24.134733796296295	30.5
MST60149	24.14167824074074	31
MST60149	24.148622685185185	32
MST60149	24.15556712962963	30.5
MST60149	24.162511574074074	31
MST60149	24.169456018518517	30.5
MST60149	24.176400462962963	31
MST60149	24.183344907407406	30
MST60149	24.190289351851852	30.5
MST60149	24.197233796296295	31
MST60149	24.20417824074074	31.5
MST60149	24.211122685185185	30
MST60149	24.21806712962963	30
MST60149	24.225011574074074	30.5
MST60149	24.231956018518517	32
MST60149	24.238900462962963	31
MST60149	24.245844907407406	31.5
MST60149	24.252789351851852	31
MST60149	24.259733796296295	32.5
MST60149	24.26667824074074	31
MST60149	24.273622685185185	31.5
MST60149	24.28056712962963	31
MST60149	24.287511574074074	31
MST60149	24.294456018518517	31.5
MST60149	24.301400462962963	31
MST60149	24.308344907407406	31
MST60149	24.315289351851852	32
MST60149	24.322233796296295	30.5
MST60149	24.32917824074074	31
MST60149	24.336122685185185	31
MST60149	24.34306712962963	31
MST60149	24.350011574074074	31.5
MST60149	24.356956018518517	31
MST60149	24.363900462962963	31
MST60149	24.370844907407406	32
MST60149	24.377789351851852	31.5
MST60149	24.384733796296295	31.5
MST60149	24.39167824074074	31.5
MST60149	24.398622685185185	31.5
MST60149	24.40556712962963	31.5
MST60149	24.412511574074074	31.5
MST60149	24.419456018518517	31
MST60149	24.426400462962963	31.5
MST60149	24.433344907407406	32
MST60149	24.440289351851852	31.5
MST60149	24.447233796296295	31.5
MST60149	24.45417824074074	32
MST60149	24.461122685185185	32
MST60149	24.46806712962963	32
MST60149	24.475011574074074	32
MST60149	24.481956018518517	31.5
MST60149	24.488900462962963	31.5
MST60149	24.495844907407406	32
MST60149	24.502789351851852	31.5
MST60149	24.509733796296295	32.5
MST60149	24.51667824074074	32.5
MST60149	24.523622685185185	32
MST60149	24.53056712962963	32
MST60149	24.537511574074074	31.5
MST60149	24.544456018518517	31.5
MST60149	24.551400462962963	31.5
MST60149	24.558344907407406	32
MST60149	24.565289351851852	32
MST60149	24.572233796296295	32
MST60149	24.57917824074074	32
MST60149	24.586122685185185	32
MST60149	24.59306712962963	32
MST60149	24.600011574074074	32
MST60149	24.606956018518517	31.5
MST60149	24.613900462962963	32
MST60149	24.620844907407406	32
MST60149	24.627789351851852	31.5
MST60149	24.634733796296295	32
MST60149	24.64167824074074	32
MST60149	24.648622685185185	32
MST60149	24.65556712962963	31.5
MST60149	24.662511574074074	32
MST60149	24.669456018518517	31.5
MST60149	24.676400462962963	31.5
MST60149	24.683344907407406	31.5
MST60149	24.690289351851852	32
MST60149	24.697233796296295	32.5
MST60149	24.70417824074074	32.5
MST60149	24.711122685185185	32.5
MST60149	24.71806712962963	32.5
MST60149	24.725011574074074	32
MST60149	24.731956018518517	31.5
MST60149	24.738900462962963	31.5
MST60149	24.745844907407406	31.5
MST60149	24.752789351851852	31.5
MST60149	24.759733796296295	32
MST60149	24.76667824074074	31.5
MST60149	24.773622685185185	32
MST60149	24.78056712962963	31.5
MST60149	24.787511574074074	31.5
MST60149	24.794456018518517	31.5
MST60149	24.801400462962963	31
MST60149	24.808344907407406	30.5
MST60149	24.815289351851852	30
MST60149	24.822233796296295	30
MST60149	24.82917824074074	29.5
MST60149	24.836122685185185	29
MST60149	24.84306712962963	33
MST60149	24.850011574074074	34
MST60149	24.856956018518517	33.5
MST60149	24.863900462962963	33.5
MST60149	24.870844907407406	33
MST60149	24.877789351851852	32.5
MST60149	24.884733796296295	32
MST60149	24.89167824074074	32
MST60149	24.898622685185185	31.5
MST60149	24.90556712962963	31.5
MST60149	24.912511574074074	31
MST60149	24.919456018518517	31
MST60149	24.926400462962963	31
MST60149	24.933344907407406	30.5
MST60149	24.940289351851852	30.5
MST60149	24.947233796296295	30.5
MST60149	24.95417824074074	31
MST60149	24.961122685185185	31.5
MST60149	24.96806712962963	31.5
MST60149	24.975011574074074	31.5
MST60149	24.981956018518517	31.5
MST60149	24.988900462962963	31.5
MST60149	24.995844907407406	31.5
MST60149	25.002789351851852	31
MST60149	25.009733796296295	31
MST60149	25.016678240740738	31.5
MST60149	25.023622685185185	31
MST60149	25.03056712962963	31.5
MST60149	25.037511574074074	30.5
MST60149	25.044456018518517	30
MST60149	25.051400462962963	30
MST60149	25.05834490740741	30.5
MST60149	25.065289351851852	30
MST60149	25.072233796296295	31
MST60149	25.079178240740738	30.5
MST60149	25.086122685185185	30.5
MST60149	25.09306712962963	30.5
MST60149	25.100011574074074	30.5
MST60149	25.106956018518517	31.5
MST60149	25.113900462962963	30.5
MST60149	25.12084490740741	30.5
MST60149	25.127789351851852	30.5
MST60149	25.134733796296295	31
MST60149	25.141678240740738	31
MST60149	25.148622685185185	31.5
MST60149	25.15556712962963	30.5
MST60149	25.162511574074074	31.5
MST60149	25.169456018518517	30
MST60149	25.176400462962963	30.5
MST60149	25.18334490740741	33
MST60149	25.190289351851852	29.5
MST60149	25.197233796296295	31
MST60149	25.204178240740738	31
MST60149	25.211122685185185	30
MST60149	25.21806712962963	30
MST60149	25.225011574074074	30
MST60149	25.231956018518517	31
MST60149	25.238900462962963	31
MST60149	25.24584490740741	31
MST60149	25.252789351851852	31
MST60149	25.259733796296295	30
MST60149	25.266678240740738	30.5
MST60149	25.273622685185185	31
MST60149	25.28056712962963	31
MST60149	25.287511574074074	31.5
MST60149	25.294456018518517	31
MST60149	25.301400462962963	31
MST60149	25.30834490740741	30
MST60149	25.315289351851852	30
MST60149	25.322233796296295	31.5
MST60149	25.329178240740738	31.5
MST60149	25.336122685185185	31.5
MST60149	25.34306712962963	31
MST60149	25.350011574074074	31
MST60149	25.356956018518517	31.5
MST60149	25.363900462962963	30.5
MST60149	25.37084490740741	30
MST60149	25.377789351851852	30.5
MST60149	25.384733796296295	31
MST60149	25.391678240740738	31
MST60149	25.398622685185185	31
MST60149	25.40556712962963	31
MST60149	25.412511574074074	31
MST60149	25.419456018518517	31.5
MST60149	25.426400462962963	31
MST60149	25.43334490740741	31.5
MST60149	25.440289351851852	31
MST60149	25.447233796296295	31
MST60149	25.454178240740738	31.5
