1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: AC00000081200B41
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 60 second(s)
Mission Start Time:  Mon May 26 13:32:01 EAT 2025
Mission Sample Count:  8192
Roll Over Enabled?  false(no rollover occurred)
First Sample Timestamp:  Mon May 26 13:32:01 EAT 2025
Total Mission Samples:  8192
Total Device Samples:  15857
Temperature Logging:  0.5 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
5/26/25 1:32:01 PM,C,27.125
5/26/25 1:33:01 PM,C,30.622
5/26/25 1:34:01 PM,C,29.123
5/26/25 1:35:01 PM,C,28.624
5/26/25 1:36:01 PM,C,27.624
5/26/25 1:37:01 PM,C,27.125
5/26/25 1:38:01 PM,C,27.125
5/26/25 1:39:01 PM,C,27.125
5/26/25 1:40:01 PM,C,23.125
5/26/25 1:41:01 PM,C,20.623
5/26/25 1:42:01 PM,C,19.122
5/26/25 1:43:01 PM,C,18.12
5/26/25 1:44:01 PM,C,17.62
5/26/25 1:45:01 PM,C,17.62
5/26/25 1:46:01 PM,C,17.119
5/26/25 1:47:01 PM,C,17.119
5/26/25 1:48:01 PM,C,16.618
5/26/25 1:49:01 PM,C,16.618
5/26/25 1:50:01 PM,C,16.117
5/26/25 1:51:01 PM,C,16.117
5/26/25 1:52:01 PM,C,16.117
5/26/25 1:53:01 PM,C,15.616
5/26/25 1:54:01 PM,C,15.616
5/26/25 1:55:01 PM,C,15.616
5/26/25 1:56:01 PM,C,15.616
5/26/25 1:57:01 PM,C,16.117
5/26/25 1:58:01 PM,C,16.618
5/26/25 1:59:01 PM,C,17.119
5/26/25 2:00:01 PM,C,16.618
5/26/25 2:01:01 PM,C,16.618
5/26/25 2:02:01 PM,C,16.618
5/26/25 2:03:01 PM,C,16.618
5/26/25 2:04:01 PM,C,16.117
5/26/25 2:05:01 PM,C,16.117
5/26/25 2:06:01 PM,C,16.117
5/26/25 2:07:01 PM,C,16.117
5/26/25 2:08:01 PM,C,16.117
5/26/25 2:09:01 PM,C,16.117
5/26/25 2:10:01 PM,C,16.117
5/26/25 2:11:01 PM,C,16.117
5/26/25 2:12:01 PM,C,16.117
5/26/25 2:13:01 PM,C,16.117
5/26/25 2:14:01 PM,C,16.117
5/26/25 2:15:01 PM,C,16.117
5/26/25 2:16:01 PM,C,16.117
5/26/25 2:17:01 PM,C,16.117
5/26/25 2:18:01 PM,C,16.117
5/26/25 2:19:01 PM,C,16.117
5/26/25 2:20:01 PM,C,16.117
5/26/25 2:21:01 PM,C,16.117
5/26/25 2:22:01 PM,C,16.117
5/26/25 2:23:01 PM,C,16.117
5/26/25 2:24:01 PM,C,16.117
5/26/25 2:25:01 PM,C,16.117
5/26/25 2:26:01 PM,C,16.117
5/26/25 2:27:01 PM,C,16.117
5/26/25 2:28:01 PM,C,16.117
5/26/25 2:29:01 PM,C,16.117
5/26/25 2:30:01 PM,C,16.117
5/26/25 2:31:01 PM,C,16.117
5/26/25 2:32:01 PM,C,16.117
5/26/25 2:33:01 PM,C,16.117
5/26/25 2:34:01 PM,C,15.616
5/26/25 2:35:01 PM,C,16.117
5/26/25 2:36:01 PM,C,16.117
5/26/25 2:37:01 PM,C,15.616
5/26/25 2:38:01 PM,C,16.117
5/26/25 2:39:01 PM,C,16.117
5/26/25 2:40:01 PM,C,16.117
5/26/25 2:41:01 PM,C,16.117
5/26/25 2:42:01 PM,C,16.117
5/26/25 2:43:01 PM,C,16.618
5/26/25 2:44:01 PM,C,16.618
5/26/25 2:45:01 PM,C,16.618
5/26/25 2:46:01 PM,C,16.618
5/26/25 2:47:01 PM,C,16.618
5/26/25 2:48:01 PM,C,16.117
5/26/25 2:49:01 PM,C,16.117
5/26/25 2:50:01 PM,C,16.117
5/26/25 2:51:01 PM,C,15.616
5/26/25 2:52:01 PM,C,16.117
5/26/25 2:53:01 PM,C,15.616
5/26/25 2:54:01 PM,C,15.616
5/26/25 2:55:01 PM,C,15.616
5/26/25 2:56:01 PM,C,15.616
5/26/25 2:57:01 PM,C,15.616
5/26/25 2:58:01 PM,C,16.117
5/26/25 2:59:01 PM,C,15.616
5/26/25 3:00:01 PM,C,15.616
5/26/25 3:01:01 PM,C,15.616
5/26/25 3:02:01 PM,C,15.616
5/26/25 3:03:01 PM,C,15.616
5/26/25 3:04:01 PM,C,15.616
5/26/25 3:05:01 PM,C,15.616
5/26/25 3:06:01 PM,C,15.616
5/26/25 3:07:01 PM,C,15.616
5/26/25 3:08:01 PM,C,15.616
5/26/25 3:09:01 PM,C,15.616
5/26/25 3:10:01 PM,C,16.117
5/26/25 3:11:01 PM,C,17.62
5/26/25 3:12:01 PM,C,18.12
5/26/25 3:13:01 PM,C,17.62
5/26/25 3:14:01 PM,C,17.119
5/26/25 3:15:01 PM,C,17.119
5/26/25 3:16:01 PM,C,17.119
5/26/25 3:17:01 PM,C,16.618
5/26/25 3:18:01 PM,C,16.618
5/26/25 3:19:01 PM,C,16.618
5/26/25 3:20:01 PM,C,16.618
5/26/25 3:21:01 PM,C,16.618
5/26/25 3:22:01 PM,C,16.618
5/26/25 3:23:01 PM,C,16.618
5/26/25 3:24:01 PM,C,16.618
5/26/25 3:25:01 PM,C,16.618
5/26/25 3:26:01 PM,C,16.618
5/26/25 3:27:01 PM,C,16.618
5/26/25 3:28:01 PM,C,16.618
5/26/25 3:29:01 PM,C,16.618
5/26/25 3:30:01 PM,C,16.618
5/26/25 3:31:01 PM,C,16.618
5/26/25 3:32:01 PM,C,16.618
5/26/25 3:33:01 PM,C,16.618
5/26/25 3:34:01 PM,C,16.618
5/26/25 3:35:01 PM,C,16.618
5/26/25 3:36:01 PM,C,16.618
5/26/25 3:37:01 PM,C,16.618
5/26/25 3:38:01 PM,C,16.618
5/26/25 3:39:01 PM,C,16.618
5/26/25 3:40:01 PM,C,16.618
5/26/25 3:41:01 PM,C,16.117
5/26/25 3:42:01 PM,C,16.618
5/26/25 3:43:01 PM,C,16.618
5/26/25 3:44:01 PM,C,17.62
